MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,CILINDRADA_ITV,COUNT
"APRILIA","TUONO 457","Sevilla","457",4
"APRILIA","TUONO 457","Soria","457",1
"APRILIA","TUONO 660 FACTORY","Albacete","659",1
"APRILIA","TUONO 660 FACTORY","Barcelona","659",2
"APRILIA","TUONO 660 FACTORY","Madrid","659",1
"APRILIA","TUONO 660 FACTORY","Murcia","659",1
"APRILIA","TUONO V4","Alicante/Alacant","1077",1
"APRILIA","TUONO V4","Barcelona","1077",1
"APRILIA","TUONO V4","León","1077",1
"APRILIA","TUONO V4","Murcia","1077",1
"APRILIA","TUONO V4","Navarra","1077",1
"APRILIA","TUONO V4","Sevilla","1077",2
"APRILIA","TUONO V4","Zamora","1077",1
"ARIIC","ARIIC 108","Alicante/Alacant","117",1
"ARIIC","ARIIC 108","Almería","117",3
"ARIIC","ARIIC 108","Cádiz","117",1
"ARIIC","ARIIC 108","Cantabria","117",1
"ARIIC","ARIIC 108","Ceuta","117",1
"ARIIC","ARIIC 108","Córdoba","117",1
"ARIIC","ARIIC 108","Jaén","117",1
"ARIIC","ARIIC 108","Madrid","117",6
"ARIIC","ARIIC 108","Málaga","117",1
"ARIIC","ARIIC 108","Palmas (Las)","117",1
"ARIIC","ARIIC 318","Sevilla","276",2
"BAJAJ","DOMINAR D 400","Almería","373",1
"BAJAJ","DOMINAR D 400","Barcelona","373",1
"BAJAJ","DOMINAR D 400","Bizkaia","373",3
"BAJAJ","DOMINAR D 400","Burgos","373",1
"BAJAJ","DOMINAR D 400","Castellón/Castelló","373",1
"BAJAJ","DOMINAR D 400","Coruña (A)","373",1
"BAJAJ","DOMINAR D 400","Girona","373",1
"BAJAJ","DOMINAR D 400","Madrid","373",2
"BAJAJ","DOMINAR D 400","Valencia/València","373",2
"BAJAJ","PULSAR NS 125","Almería","124",1
"BAJAJ","PULSAR NS 125","Badajoz","124",1
"BAJAJ","PULSAR NS 125","Barcelona","124",3
"BAJAJ","PULSAR NS 125","Bizkaia","124",3
"BAJAJ","PULSAR NS 125","Cantabria","124",1
"BAJAJ","PULSAR NS 125","Castellón/Castelló","124",1
"BAJAJ","PULSAR NS 125","Guadalajara","124",1
"BAJAJ","PULSAR NS 125","Madrid","124",10
"BAJAJ","PULSAR NS 125","Murcia","124",1
"BAJAJ","PULSAR NS 125","Sevilla","124",3
"BAJAJ","PULSAR NS 125","Teruel","124",1
"BAJAJ","PULSAR NS 125","Valencia/València","124",4
"BAJAJ","PULSAR NS 125","Valladolid","124",1
"BENDA","CHINCHILLA","Álava/Araba","476",1
"BENDA","CHINCHILLA","Cáceres","476",1
"BENDA","CHINCHILLA","León","476",1
"BENDA","CHINCHILLA","Madrid","476",2
"BENDA","CHINCHILLA","Málaga","476",1
"BENDA","CHINCHILLA","Santa Cruz de Tenerife","476",1
"BENDA","CHINCHILLA","Valencia/València","476",1
"BENDA","LFC700","Alicante/Alacant","677",1
"BENDA","LFC700","Barcelona","677",1
"BENDA","LFC700","Castellón/Castelló","677",1
"BENDA","LFC700","Gipuzkoa","677",1
"BENDA","LFC700","Lleida","677",1
"BENDA","LFC700","Madrid","677",3
"BENDA","LFC700","Murcia","677",1
"BENDA","LFC700","Salamanca","677",1
"BENDA","LFC700","Toledo","677",1
"BENDA","NAPOLEON","Alicante/Alacant","476",1
"BENDA","NAPOLEON","Badajoz","476",1
"BENDA","NAPOLEON","Barcelona","476",1
"BENDA","NAPOLEON","Castellón/Castelló","476",1
"BENDA","NAPOLEON","Coruña (A)","476",1
"BENDA","NAPOLEON","Girona","476",2
"BENDA","NAPOLEON","Granada","476",1
"BENDA","NAPOLEON","Illes Balears","476",1
"BENDA","NAPOLEON","Jaén","476",1
"BENDA","NAPOLEON","León","476",1
"BENDA","NAPOLEON","Madrid","476",8
"BENDA","NAPOLEON","Málaga","476",1
"BENDA","NAPOLEON","Murcia","476",1
"BENDA","NAPOLEON","Palmas (Las)","476",1
"BENDA","NAPOLEON","Pontevedra","476",2
"BENDA","NAPOLEON","Santa Cruz de Tenerife","476",1
"BENDA","NAPOLEON","Sevilla","476",1
"BENDA","NAPOLEON","Valencia/València","476",1
"BENDA","NAPOLEON","Valladolid","476",1
"BENDA","NAPOLEON","Zaragoza","476",1
"BENELLI","125 2C SPORT","Illes Balears","125",1
"BENELLI","502C CRUISER","Sevilla","500",1
"BENELLI","BN125","Albacete","125",1
"BENELLI","BN125","Alicante/Alacant","125",1
"BENELLI","BN125","Asturias","125",1
"BENELLI","BN125","Badajoz","125",1
"BENELLI","BN125","Barcelona","125",3
"BENELLI","BN125","Bizkaia","125",1
"BENELLI","BN125","Cádiz","125",1
"BENELLI","BN125","Cantabria","125",3
"BENELLI","BN125","Castellón/Castelló","125",1
"BENELLI","BN125","Girona","125",4
"BENELLI","BN125","Guadalajara","125",1
"BENELLI","BN125","Huesca","125",1
"BENELLI","BN125","Illes Balears","125",1
"BENELLI","BN125","Lugo","125",2
"BENELLI","BN125","Madrid","125",4
"BENELLI","BN125","Málaga","125",2
"BENELLI","BN125","Ourense","125",1
"BENELLI","BN125","Pontevedra","125",1
"BENELLI","BN125","Sevilla","125",5
"BENELLI","BN125","Toledo","125",1
"BENELLI","BN125","Valencia/València","125",2
"BENELLI","BN125","Zaragoza","125",1
"BENELLI","IMPERIALE 400","Alicante/Alacant","374",1
"BENELLI","LEONCINO 125","Badajoz","125",1
"BENELLI","LEONCINO 125","Barcelona","125",1
"BENELLI","LEONCINO 125","Coruña (A)","125",1
"BENELLI","LEONCINO 125","Málaga","125",1
"BENELLI","LEONCINO 250","Navarra","249",1
"BENELLI","LEONCINO 500","Barcelona","500",1
"BENELLI","LEONCINO 500","Bizkaia","500",1
"BENELLI","LEONCINO 500 TRAIL","Lleida","500",1
"BENELLI","LEONCINO 500 TRAIL","Madrid","500",1
"BENELLI","LEONCINO 800","Badajoz","754",1
"BENELLI","LEONCINO 800","Córdoba","754",1
"BENELLI","LEONCINO 800","Málaga","754",1
"BENELLI","LEONCINO 800","Zamora","754",1
"BENELLI","LEONCINO 800 TRAIL","Coruña (A)","754",1
"BENELLI","LEONCINO 800 TRAIL","Madrid","754",1
"BENELLI","LEONCINO 800 TRAIL","Pontevedra","754",1
"BENELLI","LEONCINO 800 TRAIL","Valencia/València","754",1
"BENELLI","TNT 125","Almería","125",1
"BENELLI","TNT 125","Illes Balears","125",1
"BENELLI","TNT 125","Madrid","125",1
"BENELLI","TNT 125","Palmas (Las)","125",2
"BENELLI","TNT 125","Zaragoza","125",1
"BENELLI","TORNADO 550","Barcelona","554",1
"BENELLI","TORNADO 550","Valencia/València","554",1
"BENELLI","TRK 502 X","Ávila","500",1
"BENELLI","TRK 502 X","Castellón/Castelló","500",1
"BENELLI","TRK 502 X","Córdoba","500",1
"BENELLI","TRK 502 X","Madrid","500",1
"BENELLI","TRK 502 X","Sevilla","500",1
"BENELLI","TRK 702","Albacete","698",1
"BENELLI","TRK 702","Alicante/Alacant","698",4
"BENELLI","TRK 702","Asturias","698",4
"BENELLI","TRK 702","Ávila","698",2
"BENELLI","TRK 702","Badajoz","698",1
"BENELLI","TRK 702","Barcelona","698",4
"BENELLI","TRK 702","Bizkaia","698",2
"BENELLI","TRK 702","Cáceres","698",1
"BENELLI","TRK 702","Cádiz","698",3
"BENELLI","TRK 702","Cantabria","698",1
"BENELLI","TRK 702","Castellón/Castelló","698",2
"BENELLI","TRK 702","Coruña (A)","698",1
"BENELLI","TRK 702","Huelva","698",3
"BENELLI","TRK 702","Madrid","698",6
"BENELLI","TRK 702","Málaga","698",3
"BENELLI","TRK 702","Murcia","698",2
"BENELLI","TRK 702","Pontevedra","698",1
"BENELLI","TRK 702","Sevilla","698",1
"BENELLI","TRK 702","Tarragona","698",2
"BENELLI","TRK 702","Toledo","698",3
"BENELLI","TRK 702","Valencia/València","698",5
"BENELLI","TRK 702","Zamora","698",1
"BENELLI","TRK502","Cantabria","500",1
"BENELLI","TRK502","Granada","500",1
"BENELLI","TRK502","Huelva","500",1
"BENELLI","TRK502","Lugo","500",1
"BENELLI","TRK502","Murcia","500",1
"BENELLI","TRK502","Valencia/València","500",1
"BENELLI","TRK502","Valladolid","500",1
"BETA","--","Madrid","293",1
"BETA","EVO 2T 300 FACTORY MY2","Barcelona","297",1
"BETA","N/A","Albacete","293",1
"BETA","N/A","Alicante/Alacant","293",1
"BETA","N/A","Almería","293",2
"BETA","N/A","Asturias","293",3
"BETA","N/A","Badajoz","293",1
"BETA","N/A","Barcelona","293",10
"BETA","N/A","Bizkaia","293",1
"BETA","N/A","Cáceres","293",1
"BETA","N/A","Cádiz","293",5
"BETA","N/A","Cantabria","293",2
"BETA","N/A","Castellón/Castelló","293",1
"BETA","N/A","Córdoba","293",1
"BETA","N/A","Coruña (A)","293",2
"BETA","N/A","Gipuzkoa","293",1
"BETA","N/A","Girona","293",4
"BETA","N/A","Granada","293",3
"BETA","N/A","Guadalajara","293",1
"BETA","N/A","Jaén","293",1
"BETA","N/A","León","293",1
"BETA","N/A","Lleida","293",1
"BETA","N/A","Madrid","293",4
"BETA","N/A","Málaga","293",1
"BETA","N/A","Palencia","293",1
"BETA","N/A","Palmas (Las)","293",1
"BETA","N/A","Salamanca","293",1
"BETA","N/A","Santa Cruz de Tenerife","293",3
"BETA","N/A","Sevilla","293",2
"BETA","N/A","Tarragona","293",1
"BETA","N/A","Teruel","293",1
"BETA","N/A","Toledo","293",1
"BETA","N/A","Valencia/València","293",2
"BETA","N/A","Zaragoza","293",1
"BETA","RR 125 LC MY21","Tarragona","125",1
"BETA","RR 2T 125 RACING MY24","Toledo","125",1
"BETA","RR 4T 350 MY24","Girona","349",1
"BMW","BMW R61","Cádiz","596",1
"BMW","C 400 GT","Álava/Araba","350",1
"BMW","C 400 GT","Albacete","350",1
"BMW","C 400 GT","Alicante/Alacant","350",5
"BMW","C 400 GT","Almería","350",1
"BMW","C 400 GT","Asturias","350",1
"BMW","C 400 GT","Barcelona","350",20
"BMW","C 400 GT","Bizkaia","350",1
"BMW","C 400 GT","Cádiz","350",2
"BMW","C 400 GT","Castellón/Castelló","350",4
"BMW","C 400 GT","Ceuta","350",1
"BMW","C 400 GT","Córdoba","350",3
"BMW","C 400 GT","Cuenca","350",1
"BMW","C 400 GT","Girona","350",2
"BMW","C 400 GT","Granada","350",1
"BMW","C 400 GT","Illes Balears","350",8
"BMW","C 400 GT","Jaén","350",1
"BMW","C 400 GT","León","350",1
"BMW","C 400 GT","Madrid","350",14
"BMW","C 400 GT","Málaga","350",3
"BMW","C 400 GT","Murcia","350",5
"BMW","C 400 GT","Ourense","350",1
"BMW","C 400 GT","Palencia","350",1
"BMW","C 400 GT","Palmas (Las)","350",1
"BMW","C 400 GT","Santa Cruz de Tenerife","350",3
"BMW","C 400 GT","Sevilla","350",1
"BMW","C 400 GT","Tarragona","350",3
"BMW","C 400 GT","Toledo","350",1
"BMW","C 400 GT","Valencia/València","350",10
"BMW","C 400 GT","Zaragoza","350",1
"BMW","C 400 X","Alicante/Alacant","350",1
"BMW","C 400 X","Almería","350",1
"BMW","C 400 X","Asturias","350",3
"BMW","C 400 X","Ávila","350",1
"BMW","C 400 X","Badajoz","350",1
"BMW","C 400 X","Barcelona","350",14
"BMW","C 400 X","Bizkaia","350",2
"BMW","C 400 X","Cádiz","350",3
"BMW","C 400 X","Castellón/Castelló","350",1
"BMW","C 400 X","Ceuta","350",1
"BMW","C 400 X","Ciudad Real","350",1
"BMW","C 400 X","Córdoba","350",1
"BMW","C 400 X","Girona","350",2
"BMW","C 400 X","Granada","350",3
"BMW","C 400 X","Guadalajara","350",1
"BMW","C 400 X","Huesca","350",1
"BMW","C 400 X","Illes Balears","350",13
"BMW","C 400 X","Lleida","350",1
"BMW","C 400 X","Madrid","350",16
"BMW","C 400 X","Málaga","350",2
"BMW","C 400 X","Murcia","350",1
"BMW","C 400 X","Navarra","350",3
"BMW","C 400 X","Pontevedra","350",1
"BMW","C 400 X","Santa Cruz de Tenerife","350",1
"BMW","C 400 X","Sevilla","350",3
"BMW","C 400 X","Valencia/València","350",2
"BMW","C 400 X","Zaragoza","350",1
"BMW","F 800 GS","Álava/Araba","895",1
"BMW","F 800 GS","Albacete","895",3
"BMW","F 800 GS","Alicante/Alacant","895",7
"BMW","F 800 GS","Almería","895",1
"BMW","F 800 GS","Asturias","895",1
"BMW","F 800 GS","Badajoz","895",1
"BMW","F 800 GS","Barcelona","895",20
"BMW","F 800 GS","Bizkaia","895",1
"BMW","F 800 GS","Burgos","895",1
"BMW","F 800 GS","Cádiz","895",4
"BMW","F 800 GS","Cantabria","895",2
"BMW","F 800 GS","Castellón/Castelló","895",1
"BMW","F 800 GS","Ceuta","895",1
"BMW","F 800 GS","Coruña (A)","895",2
"BMW","F 800 GS","Gipuzkoa","895",1
"BMW","F 800 GS","Girona","895",5
"BMW","F 800 GS","Granada","895",2
"BMW","F 800 GS","Huelva","895",1
"BMW","F 800 GS","Jaén","895",1
"BMW","F 800 GS","Lleida","895",3
"BMW","F 800 GS","Madrid","895",17
"BMW","F 800 GS","Málaga","895",8
"BMW","F 800 GS","Murcia","895",5
"BMW","F 800 GS","Navarra","895",1
"BMW","F 800 GS","Palmas (Las)","895",1
"BMW","F 800 GS","Pontevedra","895",1
"BMW","F 800 GS","Rioja (La)","895",1
"BMW","F 800 GS","Santa Cruz de Tenerife","895",1
"BMW","F 800 GS","Sevilla","895",5
"BMW","F 800 GS","Tarragona","895",2
"BMW","F 800 GS","Toledo","895",1
"BMW","F 800 GS","Valencia/València","895",11
"BMW","F 800 GS","Valladolid","895",1
"BMW","F 800 GS","Zaragoza","895",1
"BMW","F 900 GS","Albacete","895",3
"BMW","F 900 GS","Alicante/Alacant","895",5
"BMW","F 900 GS","Almería","895",4
"BMW","F 900 GS","Asturias","895",2
"BMW","F 900 GS","Badajoz","895",3
"BMW","F 900 GS","Barcelona","895",21
"BMW","F 900 GS","Bizkaia","895",1
"BMW","F 900 GS","Burgos","895",2
"BMW","F 900 GS","Cádiz","895",5
"BMW","F 900 GS","Cantabria","895",2
"BMW","F 900 GS","Castellón/Castelló","895",3
"BMW","F 900 GS","Ciudad Real","895",2
"BMW","F 900 GS","Córdoba","895",3
"BMW","F 900 GS","Coruña (A)","895",2
"BMW","F 900 GS","Girona","895",2
"BMW","F 900 GS","Granada","895",9
"BMW","F 900 GS","Huelva","895",2
"BMW","F 900 GS","Huesca","895",1
"BMW","F 900 GS","Illes Balears","895",8
"BMW","F 900 GS","Jaén","895",1
"BMW","F 900 GS","León","895",2
"BMW","F 900 GS","Lleida","895",3
"BMW","F 900 GS","Lugo","895",1
"BMW","F 900 GS","Madrid","895",23
"BMW","F 900 GS","Málaga","895",16
"BMW","F 900 GS","Murcia","895",7
"BMW","F 900 GS","Navarra","895",2
"BMW","F 900 GS","Palmas (Las)","895",3
"BMW","F 900 GS","Pontevedra","895",2
"BMW","F 900 GS","Santa Cruz de Tenerife","895",5
"BMW","F 900 GS","Sevilla","895",5
"BMW","F 900 GS","Soria","895",1
"BMW","F 900 GS","Tarragona","895",3
"BMW","F 900 GS","Valencia/València","895",4
"BMW","F 900 GS","Valladolid","895",1
"BMW","F 900 GS","Zaragoza","895",1
"BMW","F 900 GS ADVENTURE","Alicante/Alacant","895",1
"BMW","F 900 GS ADVENTURE","Asturias","895",3
"BMW","F 900 GS ADVENTURE","Ávila","895",2
"BMW","F 900 GS ADVENTURE","Badajoz","895",2
"BMW","F 900 GS ADVENTURE","Barcelona","895",4
"BMW","F 900 GS ADVENTURE","Bizkaia","895",1
"BMW","F 900 GS ADVENTURE","Cádiz","895",1
"BMW","F 900 GS ADVENTURE","Castellón/Castelló","895",1
"BMW","F 900 GS ADVENTURE","Ciudad Real","895",1
"BMW","F 900 GS ADVENTURE","Córdoba","895",1
"BMW","F 900 GS ADVENTURE","Gipuzkoa","895",1
"BMW","F 900 GS ADVENTURE","Girona","895",1
"BMW","F 900 GS ADVENTURE","Illes Balears","895",3
"BMW","F 900 GS ADVENTURE","Madrid","895",6
"BMW","F 900 GS ADVENTURE","Málaga","895",7
"BMW","F 900 GS ADVENTURE","Murcia","895",1
"BMW","F 900 GS ADVENTURE","Navarra","895",1
"BMW","F 900 GS ADVENTURE","Santa Cruz de Tenerife","895",1
"BMW","F 900 GS ADVENTURE","Sevilla","895",1
"BMW","F 900 GS ADVENTURE","Tarragona","895",2
"BMW","F 900 GS ADVENTURE","Toledo","895",1
"BMW","F 900 GS ADVENTURE","Valencia/València","895",6
"BMW","F 900 GS ADVENTURE","Valladolid","895",2
"BMW","F 900 GS ADVENTURE","Zamora","895",2
"BMW","F 900 GS ADVENTURE","Zaragoza","895",2
"BMW","F 900 R","Albacete","895",1
"BMW","F 900 R","Alicante/Alacant","895",2
"BMW","F 900 R","Almería","895",1
"BMW","F 900 R","Barcelona","895",8
"BMW","F 900 R","Bizkaia","895",1
"BMW","F 900 R","Cádiz","895",1
"BMW","F 900 R","Cantabria","895",1
"BMW","F 900 R","Coruña (A)","895",2
"BMW","F 900 R","Girona","895",1
"BMW","F 900 R","Granada","895",2
"BMW","F 900 R","Guadalajara","895",1
"BMW","F 900 R","Illes Balears","895",2
"BMW","F 900 R","Madrid","895",7
"BMW","F 900 R","Málaga","895",8
"BMW","F 900 R","Murcia","895",2
"BMW","F 900 R","Navarra","895",1
"BMW","F 900 R","Pontevedra","895",2
"BMW","F 900 R","Salamanca","895",1
"BMW","F 900 R","Santa Cruz de Tenerife","895",2
"BMW","F 900 R","Sevilla","895",2
"BMW","F 900 R","Tarragona","895",4
"BMW","F 900 R","Valencia/València","895",2
"BMW","F 900 R","Valladolid","895",1
"BMW","F 900 R","Zaragoza","895",2
"BMW","F 900 R A2","Albacete","895",1
"BMW","F 900 R A2","Alicante/Alacant","895",1
"BMW","F 900 R A2","Almería","895",1
"BMW","F 900 R A2","Badajoz","895",1
"BMW","F 900 R A2","Barcelona","895",4
"BMW","F 900 R A2","Gipuzkoa","895",1
"BMW","F 900 R A2","Illes Balears","895",1
"BMW","F 900 R A2","Madrid","895",2
"BMW","F 900 R A2","Murcia","895",1
"BMW","F 900 R A2","Santa Cruz de Tenerife","895",2
"BMW","F 900 R A2","Tarragona","895",1
"BMW","F 900 R A2","Toledo","895",1
"BMW","F 900 R A2","Valencia/València","895",4
"BMW","F 900 XR","Alicante/Alacant","895",3
"BMW","F 900 XR","Almería","895",1
"BMW","F 900 XR","Asturias","895",3
"BMW","F 900 XR","Badajoz","895",2
"BMW","F 900 XR","Barcelona","895",7
"BMW","F 900 XR","Bizkaia","895",3
"BMW","F 900 XR","Cádiz","895",2
"BMW","F 900 XR","Cantabria","895",3
"BMW","F 900 XR","Castellón/Castelló","895",4
"BMW","F 900 XR","Ciudad Real","895",1
"BMW","F 900 XR","Gipuzkoa","895",1
"BMW","F 900 XR","Granada","895",2
"BMW","F 900 XR","Huelva","895",1
"BMW","F 900 XR","Illes Balears","895",1
"BMW","F 900 XR","León","895",1
"BMW","F 900 XR","Lleida","895",1
"BMW","F 900 XR","Madrid","895",9
"BMW","F 900 XR","Málaga","895",4
"BMW","F 900 XR","Murcia","895",3
"BMW","F 900 XR","Navarra","895",1
"BMW","F 900 XR","Ourense","895",1
"BMW","F 900 XR","Palmas (Las)","895",1
"BMW","F 900 XR","Sevilla","895",2
"BMW","F 900 XR","Tarragona","895",3
"BMW","F 900 XR","Valencia/València","895",2
"BMW","F 900 XR","Zamora","895",2
"BMW","F 900 XR","Zaragoza","895",1
"BMW","F 900 XR A2","Barcelona","895",4
"BMW","F 900 XR A2","Bizkaia","895",1
"BMW","F 900 XR A2","Cádiz","895",2
"BMW","F 900 XR A2","Castellón/Castelló","895",1
"BMW","F 900 XR A2","Illes Balears","895",1
"BMW","F 900 XR A2","Madrid","895",2
"BMW","F 900 XR A2","Málaga","895",2
"BMW","F 900 XR A2","Valencia/València","895",1
"BMW","G 310 GS","Alicante/Alacant","313",2
"BMW","G 310 GS","Barcelona","313",1
"BMW","G 310 GS","Burgos","313",1
"BMW","G 310 GS","Cádiz","313",1
"BMW","G 310 GS","Cantabria","313",1
"BMW","G 310 GS","Guadalajara","313",1
"BMW","G 310 GS","Illes Balears","313",2
"BMW","G 310 GS","Madrid","313",3
"BMW","G 310 GS","Murcia","313",1
"BMW","G 310 GS","Salamanca","313",1
"BMW","G 310 GS","Valencia/València","313",1
"BMW","G 310 GS","Zaragoza","313",1
"BMW","G 310 R","Barcelona","313",1
"BMW","G 310 R","Cádiz","313",1
"BMW","G 310 R","Castellón/Castelló","313",1
"BMW","G 310 R","Ciudad Real","313",1
"BMW","K 1600 GT","Alicante/Alacant","1649",1
"BMW","K 1600 GT","Barcelona","1649",1
"BMW","K 1600 GT","Madrid","1649",1
"BMW","K 1600 GT","Salamanca","1649",1
"BMW","K 1600 GT","Valencia/València","1649",2
"BMW","K 1600 GTL","Gipuzkoa","1649",2
"BMW","K 1600 GTL","Illes Balears","1649",1
"BMW","K 1600 GTL","Madrid","1649",2
"BMW","K 1600 GTL","Málaga","1649",1
"BMW","K 1600 GTL","Murcia","1649",1
"BMW","M 1000 R","Barcelona","999",1
"BMW","M 1000 R","Burgos","999",1
"BMW","M 1000 R","Lleida","999",2
"BMW","M 1000 R","Madrid","999",2
"BMW","M 1000 R","Palmas (Las)","999",1
"BMW","M 1000 R","Zaragoza","999",1
"BMW","M 1000 RR","Barcelona","999",1
"BMW","M 1000 RR","Málaga","999",1
"BMW","M 1000 XR","Barcelona","999",2
"BMW","M 1000 XR","Burgos","999",1
"BMW","M 1000 XR","Cantabria","999",1
"BMW","M 1000 XR","Ciudad Real","999",1
"BMW","M 1000 XR","Gipuzkoa","999",2
"BMW","M 1000 XR","Girona","999",2
"BMW","M 1000 XR","Granada","999",1
"BMW","M 1000 XR","Illes Balears","999",1
"BMW","M 1000 XR","Málaga","999",1
"BMW","M 1000 XR","Palencia","999",1
"BMW","M 1000 XR","Sevilla","999",1
"BMW","M 1000 XR","Valencia/València","999",2
"BMW","M 1000 XR","Zaragoza","999",1
"BMW","R 12","Barcelona","1170",1
"BMW","R 12","Madrid","1170",3
"BMW","R 12","Murcia","1170",1
"BMW","R 12","Valencia/València","1170",2
"BMW","R 12 G/S","Madrid","1170",2
"BMW","R 12 NINET","Álava/Araba","1170",1
"BMW","R 12 NINET","Alicante/Alacant","1170",1
"BMW","R 12 NINET","Asturias","1170",1
"BMW","R 12 NINET","Barcelona","1170",5
"BMW","R 12 NINET","Cantabria","1170",1
"BMW","R 12 NINET","Castellón/Castelló","1170",1
"BMW","R 12 NINET","Coruña (A)","1170",1
"BMW","R 12 NINET","Illes Balears","1170",1
"BMW","R 12 NINET","Madrid","1170",6
