MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"HARLEY-DAVIDSON","FAT BOY","1923",3
"HARLEY-DAVIDSON","HERITAGE CLASSIC","1923",1
"HARLEY-DAVIDSON","LOW RIDER S","1923",1
"HARLEY-DAVIDSON","LOW RIDER ST","1923",1
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","1252",5
"HARLEY-DAVIDSON","PAN AMERICA 1250 ST","1252",1
"HARLEY-DAVIDSON","ROAD GLIDE","1923",1
"HARLEY-DAVIDSON","ROAD GLIDE LIMITED","1923",1
"HARLEY-DAVIDSON","ROAD KING SPECIAL","1868",3
"HARLEY-DAVIDSON","SPORTSTER S","1252",3
"HARLEY-DAVIDSON","STREET BOB","1923",6
"HARLEY-DAVIDSON","STREET GLIDE","1923",2
"HARLEY-DAVIDSON","STREET GLIDE LIMITED","1923",1
"HARLEY-DAVIDSON","STREET GLIDE ULTRA","1923",1
"HARLEY-DAVIDSON","ULTRA LIMITED","1868",1
"HERO MOTOCORP","HUNK 440","440",8
"HERO MOTOCORP","X PULSE 200 4V","200",44
"HONDA","ADV 350","330",274
"HONDA","ADV 750","745",222
"HONDA","C125A","124",2
"HONDA","CB 125 F","124",43
"HONDA","CB 500 F","471",15
"HONDA","CB 500 X","471",94
"HONDA","CB1000","1000",12
"HONDA","CB1000SP","1000",6
"HONDA","CB650RA","649",72
"HONDA","CB750 Hornet","755",71
"HONDA","CBF 125","125",42
"HONDA","CBR 650 R","649",85
"HONDA","CBR1000","1000",4
"HONDA","CBR500","471",17
"HONDA","CBR600R3","599",20
"HONDA","CBR650RA","649",8
"HONDA","CL500","471",16
"HONDA","CMX1100","1084",8
"HONDA","CRF 300 L","286",40
"HONDA","CRF1100","1084",91
"HONDA","CRF300LRA","286",10
"HONDA","FORZA 350","330",103
"HONDA","FORZA 750","745",102
"HONDA","FORZA125","125",294
"HONDA","GB350S","348",57
"HONDA","GL1800BD","1833",3
"HONDA","GL1800DA","1833",3
"HONDA","MSX125A","124",13
"HONDA","NC 750 X","745",102
"HONDA","NT1100","1084",39
"HONDA","PCX125","125",585
"HONDA","Rebel 500","471",37
"HONDA","SH Mode 125","125",79
"HONDA","SH125i","125",244
"HONDA","SH350i","330",68
"HONDA","ST125A","124",13
"HONDA","VISION 110","109",156
"HONDA","XL750 Transalp","755",114
"HONDA","Z125MA","124",10
"HUSQVARNA","HUSQVARNA 701 ENDURO","693",8
"HUSQVARNA","HUSQVARNA 701 SUPERMOT","693",14
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","799",2
"HUSQVARNA","HUSQVARNA 901 NORDEN","889",7
"HUSQVARNA","HUSQVARNA 901 NORDEN E","889",9
"HUSQVARNA","HUSQVARNA FE 250","250",1
"HUSQVARNA","HUSQVARNA FE 350","350",6
"HUSQVARNA","HUSQVARNA FE 450","450",4
"HUSQVARNA","HUSQVARNA FE 501","510",2
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","373",2
"HUSQVARNA","HUSQVARNA SVARTPILEN12","125",1
"HUSQVARNA","HUSQVARNA TE 250","249",2
"HUSQVARNA","HUSQVARNA TE 300","293",34
"HUSQVARNA","HUSQVARNA VITPILEN 125","125",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","399",2
"HYOSUNG","GV300","296",1
"INDIAN MOTORCYCLE","101 SCOUT","1250",1
"INDIAN MOTORCYCLE","CHALLENGER DARK HORSE","1834",1
"INDIAN MOTORCYCLE","CHIEF VINTAGE","1890",5
"INDIAN MOTORCYCLE","FTR R CARBON","1203",1
"INDIAN MOTORCYCLE","PURSUIT DARK HORSE","1834",1
"INDIAN MOTORCYCLE","PURSUIT LIMITED","1834",1
"INDIAN MOTORCYCLE","SCOUT","1133",1
"INDIAN MOTORCYCLE","SCOUT BOBBER","1250",2
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","1250",4
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED+T","1250",3
"INDIAN MOTORCYCLE","SCOUT CLASSIC LIMITED","1250",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","1000",2
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER LIM","1000",3
"INDIAN MOTORCYCLE","SCOUT SIXTY CLASSIC","1000",3
"INDIAN MOTORCYCLE","SCOUT SIXTY CLASSIC LI","1000",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","1250",1
"INDIAN MOTORCYCLE","SPORT SCOUT RT LIMITED","1250",1
"INDIAN MOTORCYCLE","SUPER CHIEF LIMITED","1890",1
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","1250",2
"ITALJET","DRAGSTER125","124",2
"ITALJET","DRAGSTER300","278",2
"KAWASAKI","ELIMINATOR","451",20
"KAWASAKI","NINJA 1100SX","1099",8
"KAWASAKI","NINJA 125","125",8
"KAWASAKI","NINJA 500","451",22
"KAWASAKI","NINJA 650","649",24
"KAWASAKI","NINJA 7 HYBRID","451",1
"KAWASAKI","NINJA ZX-10R","998",4
"KAWASAKI","NINJA ZX-4R","399",23
"KAWASAKI","NINJA ZX-6R","636",37
"KAWASAKI","VERSYS 1100","1099",20
"KAWASAKI","VERSYS 650","649",28
"KAWASAKI","VULCAN S","649",27
"KAWASAKI","W800","773",1
"KAWASAKI","Z1100","1099",26
"KAWASAKI","Z125","125",16
"KAWASAKI","Z500","451",30
"KAWASAKI","Z650","649",54
"KAWASAKI","Z650RS","649",19
"KAWASAKI","Z900","948",170
"KAWASAKI","Z900RS","948",7
"KEEWAY","GEMMA","117",8
"KEEWAY","ICON 125 S","124",3
"KEEWAY","M502N","486",3
"KEEWAY","RKF 125 ABS","125",12
"KEEWAY","RKS 125","124",14
"KEEWAY","V-CRUISE","125",9
"KEEWAY","VERSILIA 125","125",1
"KEEWAY","VIESTE 125","125",23
"KEEWAY","VIESTE 125LX","125",2
"KEEWAY","VIESTE 125XDV","125",11
"KEEWAY","VIESTE 300","278",1
"KEEWAY","VIESTE 300XDV","278",1
"KEEWAY","VIESTE300 XDV","278",1
"KEEWAY","X-LIGHT 125","125",1
"KEEWAY","XDV 125 EVO PRO","125",33
"KEEWAY","ZAHARA 125","125",1
"KOVE","450 RALLY","449",7
"KOVE","450 RALLY E5+","449",1
"KOVE","800RALLY","799",1
"KOVE","KOVE 800 X GT","799",9
"KOVE","KOVE 800 X PRO","799",148
"KOVE","KOVE 800 X RALLY","799",47
"KOVE","NK 125 R","125",8
"KTM","KTM 125 DUKE","125",39
"KTM","KTM 125 ENDURO","125",16
"KTM","KTM 125 SMC R","125",10
"KTM","KTM 1290 SUPER ADVENTU","1301",1
"KTM","KTM 1290 SUPER DUKE GT","1301",1
"KTM","KTM 1390 SUPER ADVENTU","1350",25
"KTM","KTM 1390 SUPER DUKE R","1350",4
"KTM","KTM 250 EXC","249",13
"KTM","KTM 300 EXC","293",91
"KTM","KTM 350 EXC-F","350",13
"KTM","KTM 390 ADVENTURE","373",4
"KTM","KTM 390 ADVENTURE R","399",47
"KTM","KTM 390 ADVENTURE X","399",10
"KTM","KTM 390 DUKE","399",17
"KTM","KTM 390 ENDURO","399",7
"KTM","KTM 390 ENDURO R","399",9
"KTM","KTM 390 SMC R","399",10
"KTM","KTM 450 EXC-F","450",16
"KTM","KTM 450 RALLY FACTORY","449",1
"KTM","KTM 500 EXC-F","510",8
"KTM","KTM 690 ENDURO R","693",12
"KTM","KTM 690 SMC R","693",11
"KTM","KTM 790 ADVENTURE","799",6
"KTM","KTM 790 DUKE","799",7
"KTM","KTM 790 DUKE L","799",2
"KTM","KTM 890 ADVENTURE","889",5
"KTM","KTM 890 ADVENTURE R","889",16
"KTM","KTM 890 SM T","889",4
"KTM","KTM 990 DUKE","947",5
"KTM","KTM 990 RC R","947",1
"KTM","KTM RC 390","373",1
"KYMCO","AGILITY CITY 125","125",2
"KYMCO","AGILITY S","125",216
"KYMCO","AK 550","550",4
"KYMCO","DTX","124",90
"KYMCO","DTX 125","124",3
"KYMCO","PEOPLE S 125","125",1
"KYMCO","PEOPLE S 125 E5+","125",32
"KYMCO","SKYTOWN 125","125",178
"KYMCO","SUPER DINK GT","321",60
"KYMCO","SUPER DINK GT 125 E5+","124",100
"KYMCO","X-TOWN CT 125","125",1
"KYMCO","XCITING VS 400","400",13
"LAMBRETTA","V125 SPECIAL FLEX","125",10
"LAMBRETTA","X125","124",1
"LEONART","M16-125, PILDER 125","125",1
"LEONART","PILDER 125","125",4
"LEONART","TRACKER 125","125",3
"LETBE","FLYGON","125",5
"LETBE","ISLAND","125",8
"LETBE","S125","125",11
"LETBE","VELOCITY","125",6
"LINHAI","---","125",1
"LINHAI","BUCK ADV","124",1
"MACBOR","EIGHT MILE 125 LC","124",8
"MACBOR","MONTANA XR1 125","124",1
"MACBOR","MONTANA XR1 125 EVO","124",88
"MACBOR","MONTANA XR5 510","498",1
"MACBOR","MONTANA XR5 510 E5+","498",17
"MACBOR","ROCKSTER 125 EVO E5+","125",9
"MACBOR","ROCKSTER 410","401",9
"MACBOR","ROCKSTER FLAT 125 EVO","125",13
"MALCOR IBERICA","ROME","125",1
"MALCOR IBERICA","SX125","125",4
"MBP","C1002V","997",1
"MBP","SC 125","125",1
"MBP","SC125LX","125",1
"MBP","SC300","278",1
"MH MOTORCYCLES","BOGGA","125",2
"MH MOTORCYCLES","BOGGA ROCKER","125",1
"MH MOTORCYCLES","RYX","124",1
"MH MOTORCYCLES","TRAY","125",29
"MH MOTORCYCLES","VIRO","333",1
"MH MOTORCYCLES","VR10","124",13
"MH MOTORCYCLES","VRS","124",6
"MH MOTORCYCLES","VRT","124",12
"MH MOTORCYCLES","XRT","125",2
"MITT","125 DESERT","125",18
"MITT","125 NK","124",9
"MITT","125GP","124",16
"MITT","125GTS","125",19
"MITT","300GT MAX","276",2
"MITT","808","799",2
"MITT","CPX 125 LIQUID","125",2
"MITT","EMPEROR","125",4
"MITT","GT-S","125",11
"MITT","IBIZA","125",5
"MITT","MITT SUPPER","125",5
"MITT","OGAR LEGEND","125",3
"MITT","TY125T-26F","125",20
"MITT","TY125T-58E","125",25
"MITT","URBAN","125",2
"MITT","XRS","125",1
"MONDIAL","HPS","124",1
"MONDIAL","SMX","124",1
"MONTESA","COTA 4RT 260","259",4
"MONTESA","COTA 4RT 301RR","298",6
"MORBIDELLI","C1002V","997",4
"MORBIDELLI","F125","125",7
"MORBIDELLI","F352","349",4
"MORBIDELLI","SC 125","125",6
"MORBIDELLI","SC125 RE","125",7
"MORBIDELLI","SC125LX","125",5
"MORBIDELLI","SC300","278",1
"MORBIDELLI","T1002VX","997",6
"MORBIDELLI","T125","124",2
"MORBIDELLI","T352X","349",5
"MORBIDELLI","T502X","486",14
"MOTO GUZZI","STELVIO","1042",1
"MOTO GUZZI","V100 MANDELLO","1042",2
"MOTO GUZZI","V7 CORSA","853",1
"MOTO GUZZI","V7 SPECIAL","853",2
"MOTO GUZZI","V7 SPORT","853",1
"MOTO GUZZI","V7 STONE","853",4
"MOTO GUZZI","V85 STRADA","853",2
"MOTO GUZZI","V85 TT","853",4
"MOTO GUZZI","V85 TT TRAVEL","853",3
"MOTO MORINI","6 ½ STR","649",2
"MOTO MORINI","CALIBRO","693",6
"MOTO MORINI","CALIBRO 700","693",10
"MOTO MORINI","SEIEMMEZZO","649",11
"MOTO MORINI","X-CAPE","649",36
"MOTO MORINI","X-CAPE 700","693",3
"MOTRON MOTORRAD","IDEO","125",2
"MOTRON MOTORRAD","X-NORD 125","124",1
"MTR BIKES","S8-ZY125","124",1
"MTR BIKES","VMAX 125","125",1
"MV AGUSTA","BRUTALE 1000 RR","998",2
"MV AGUSTA","BRUTALE R","798",1
"MV AGUSTA","DRAGSTER R","798",1
"MV AGUSTA","F3 ROSSO","798",1
"MV AGUSTA","SUPERVELOCE","798",5
"MV AGUSTA","TURISMO VELOCE LUSSO","798",3
"NEXT","NX CROSS 125I","125",18
"NEXT","NX2 125I","125",12
"ORCAL","SK125-K","124",1
"PEUGEOT","DJANGO","125",12
"PEUGEOT","KISBEE M","125",27
"PEUGEOT","PM-01","125",3
"PEUGEOT","PM-03","292",2
"PEUGEOT","PULSION","125",3
"PEUGEOT","PULSION EVO","125",2
"PEUGEOT","TWEET","125",2
"PEUGEOT","TWEET FL 125 CC","125",20
"PEUGEOT","XP","399",4
"PIAGGIO","BEVERLY 310 HPE","310",4
"PIAGGIO","BEVERLY 400 HPE","399",7
"PIAGGIO","LIBERTY 125 ABS","124",140
"PIAGGIO","MEDLEY 125","125",52
"PIAGGIO","MEDLEY 200","174",3
"PIAGGIO","VESPA GTS","310",11
"PIAGGIO","VESPA GTS 125","125",23
"PIAGGIO","VESPA GTS SUPERTECH","310",2
"PIAGGIO","VESPA GTV","310",5
"PIAGGIO","VESPA PRIMAVERA 125","124",64
"PIAGGIO","VESPA PRIMAVERA 125 AB","124",2
"PIAGGIO","VESPA SPRINT 125","124",1
"PIAGGIO","VESPA SPRINT 125 ABS","124",1
"QJMOTOR","ATR 125 E5+","125",71
"QJMOTOR","FORT 125 N E5+","125",58
"QJMOTOR","FORT 350","350",2
"QJMOTOR","FORT 4.0 E5+","350",9
"QJMOTOR","LTR 125","125",3
"QJMOTOR","LTR 125 E5+","125",12
"QJMOTOR","MTX 125","125",4
"QJMOTOR","MTX 125 E5+","125",49
"QJMOTOR","SQ 16 E5+","125",28
"QJMOTOR","SRK 125 R E5+","125",7
"QJMOTOR","SRK 125 S","125",2
"QJMOTOR","SRK 125 S E5+","125",25
"QJMOTOR","SRK 600","554",11
"QJMOTOR","SRK 700","698",1
"QJMOTOR","SRK 800","778",1
"QJMOTOR","SRT 500 X 35KW","554",1
"QJMOTOR","SRT 600 SX E5+","554",24
"QJMOTOR","SRT 700 E5+","698",35
"QJMOTOR","SRT 700 X","698",1
"QJMOTOR","SRT 700 X E5+","698",44
"QJMOTOR","SRT 900 S","904",44
"QJMOTOR","SRT 900 SX","904",47
"QJMOTOR","SRV 12 E5+","125",7
"QJMOTOR","SRV 125 E5+","125",22
"QJMOTOR","TRX 125","125",1
"QJMOTOR","TRX 125 E5+","125",11
"REDMOTO","---","249",9
"RIEJU","CENTURY125","124",4
"RIEJU","N/A","297",72
"RIEJU","NOT APPLICABLE","124",33
"RIEJU","RALLY 307","292",215
"RIEJU","XPLORA 557","554",3
"RIEJU","XPLORA 557 X","554",1
"RIEJU","XPLORA 707","698",3
"RIEJU","XPLORA 707 S","698",8
"ROYAL ALLOY","GP125S","124",1
"ROYAL ALLOY","JPS350","309",1
"ROYAL ENFIELD","CLASSIC 350","349",11
"ROYAL ENFIELD","CLASSIC 650 TWIN","648",10
"ROYAL ENFIELD","CONTINENTAL GT 650","648",1
"ROYAL ENFIELD","GOAN CLASSIC 350","349",4
"ROYAL ENFIELD","GUERRILLA 450","452",8
"ROYAL ENFIELD","HIMALAYAN 452","452",35
"ROYAL ENFIELD","HNTR 350","349",4
"ROYAL ENFIELD","INTERCEPTOR 650","648",1
"ROYAL ENFIELD","INTERCEPTOR 650 O INTE","648",1
"ROYAL ENFIELD","INTERCEPTOR BEAR 650","648",8
"ROYAL ENFIELD","METEOR 350","349",1
"ROYAL ENFIELD","SCRAM 411","411",1
"ROYAL ENFIELD","SHOTGUN 650","648",4
"ROYAL ENFIELD","SUPER METEOR 650","648",13
"SCORPA","__","124",2
"SHERCO","125 SE-R","125",9
"SHERCO","250 SE-R","249",3
"SHERCO","250 SEF-R","249",1
"SHERCO","300 SE-R","293",25
"SHERCO","300 SEF-R","304",5
"SHERCO","300 ST","294",1
"SHERCO","N.A","125",5
"SUZUKI","ADDRESS 125","124",40
"SUZUKI","AVENIS 125","124",17
"SUZUKI","BURGMAN 400","400",8
"SUZUKI","DL650U","645",3
"SUZUKI","DR-Z400","398",12
"SUZUKI","GSX-8S","776",46
"SUZUKI","GSX-R125","124",3
"SUZUKI","GSX-S 1000","999",22
"SUZUKI","GSX-S125","124",1
"SUZUKI","GSX1300R","1340",2
"SUZUKI","SV650U","645",2
"SUZUKI","V-Strom 1050","1037",8
"SUZUKI","V-Strom 800","776",88
"SWM","HOKU 125","125",3
"SWM","RS300R","298",1
"SWM","SM125R","125",1
"SWM","SUPERDUAL X","600",3
"SWM","URBAN 525","494",1
"SYM","ADX 125 ABS","125",4
"SYM","ADX 125 LC TCS E5+","125",26
"SYM","ADX 300 TCS","278",35
"SYM","ADXTG 400","399",5
"SYM","CRUISYM 125 E5 TCS","124",1
"SYM","CRUISYM 125 TCS E5+","124",33
"SYM","CRUISYM 300 E5 TCS","278",1
"SYM","FUGUE 125 ABS TOP CASE","124",10
"SYM","JET 14","125",124
"SYM","JET X","125",47
"SYM","JOYMAX Z 125 TCS","124",1
"SYM","JOYMAX Z 300 E5+","278",19
"SYM","MAXSYM TL 508 E5+","508",6
"SYM","MAXSYM TL TCS","508",2
"SYM","SYMPHONY 125","125",417
"TM MOTO","---","299",1
"TM RACING","---","293",1
"TRIUMPH","BONNEVILLE SPEEDMASTER","1200",3
"TRIUMPH","BONNEVILLE T120","1200",6
"TRIUMPH","BONNEVILLE T120 (E5 VB","1200",1
"TRIUMPH","BONNEVILLE T120 BLACK","1200",5
"TRIUMPH","DAYTONA 660","660",2
"TRIUMPH","ROCKET 3 STORM R","2458",5
"TRIUMPH","SCRAMBLER 1200 XE","1200",5
"TRIUMPH","SCRAMBLER 400 X","398",10
"TRIUMPH","SCRAMBLER 400 XC","398",4
"TRIUMPH","SCRAMBLER 400XC","398",1
"TRIUMPH","SCRAMBLER 900","900",5
"TRIUMPH","SPEED 400","398",17
"TRIUMPH","SPEED TRIPLE RX","1160",1
"TRIUMPH","SPEED TWIN 1200","1200",1
"TRIUMPH","SPEED TWIN 1200 RS","1200",3
"TRIUMPH","SPEED TWIN 900","900",14
"TRIUMPH","STREET TRIPLE 765 RS","765",2
"TRIUMPH","STREET TRIPLE 765 RX","765",7
"TRIUMPH","STREET TRIPLE R","765",1
"TRIUMPH","STREET TRIPLE R (A2)","765",5
"TRIUMPH","STREET TRIPLE RS","765",9
"TRIUMPH","TF250-E","250",3
"TRIUMPH","TF450-E","450",3
"TRIUMPH","TIGER 1200 GT EXPLORER","1160",3
"TRIUMPH","TIGER 1200 GT PRO","1160",1
"TRIUMPH","TIGER 1200 RALLY EXPLO","1160",2
"TRIUMPH","TIGER 1200 RALLY PRO","1160",2
"TRIUMPH","TIGER 900 GT","888",2
"TRIUMPH","TIGER 900 GT PRO","888",15
"TRIUMPH","TIGER 900 RALLY PRO","888",4
"TRIUMPH","TIGER SPORT","660",8
"TRIUMPH","TIGER SPORT 800","798",10
"TRIUMPH","TIGER SPORT 800 TOURIN","798",3
"TRIUMPH","TRIDENT","660",3
"TRIUMPH","TRIDENT 660","660",5
"TRIUMPH","TRIDENT 660 - TRIPLE T","660",6
"TRS","TR1 250","248",2
"TRS","TR1 300","294",23
"TRS","TR1 300I","294",7
"UM","DSR ADVENTURE","124",1
"UM","DSR EX 125","124",3
"UM","DSR SM 125","124",1
"VENT S.R.L.","---","125",5
"VERTIGO MOTORS","VERTIGO NITRO 300","294",1
"VOGE","300DS","292",1
"VOGE","300RALLY","292",74
"VOGE","625DSX","581",220
"VOGE","625R","581",28
"VOGE","650DS","652",1
"VOGE","DS525X","494",114
"VOGE","DS800X RALLY","798",372
"VOGE","DS900X","895",420
"VOGE","R125","125",119
"VOGE","SR1","125",62
"VOGE","SR16","125",41
"VOGE","SR1ADV","125",80
"VOGE","SR3","244",39
"VOGE","SR4 MAX","350",30
"WOTTAN","CIVIS-C","125",1
"WOTTAN","GT2","125",13
"WOTTAN","REBBE","124",2
"WOTTAN","STORM-X","125",12
"WOTTAN MOTOR","GP-1","124",3
"WOTTAN MOTOR","REBBE","401",1
"WOTTAN MOTOR","SIXTEEN","125",2
"WOTTAN MOTOR","STORM","125",12
"WOTTAN MOTOR","STORM-S","278",2
"WOTTAN MOTOR","STORM-T","125",18
"WOTTAN MOTOR","STORM-X","125",1
"YAMAHA","LTS125-C","125",4
"YAMAHA","MT-03","321",2
"YAMAHA","MT-07","689",231
"YAMAHA","MT-09","890",93
"YAMAHA","MT-10","998",7
"YAMAHA","MT-125","125",107
"YAMAHA","NIKEN GT","890",1
"YAMAHA","NMAX125","125",588
"YAMAHA","R125","125",87
"YAMAHA","RayZR 125","125",123
"YAMAHA","TMAX 560","562",106
"YAMAHA","Tracer 9 GT ","890",70
"YAMAHA","TRICITY 125","125",20
"YAMAHA","WR125","125",1
"YAMAHA","XMAX 300","292",113
"YAMAHA","XMAX125","125",233
"YAMAHA","XSR-900","890",17
"YAMAHA","XSR700","689",5
"YAMAHA","XTZ 700 Tenere","689",156
"YAMAHA","YZF-R3","321",1
"YAMAHA","YZF-R9","890",27
"YAMAHA","YZF690-U","689",2
"ZNEN","NVH","125",8
"ZNEN","P45","125",2
"ZONTES","125C","125",116
"ZONTES","125D","125",80
"ZONTES","125E","125",94
"ZONTES","125M","125",20
"ZONTES","350D","349",2
"ZONTES","350E","349",2
"ZONTES","350R","348",12
"ZONTES","350S","348",2
"ZONTES","350X","348",1
"ZONTES","368D","368",24
"ZONTES","368E","368",77
"ZONTES","368G","368",542
"ZONTES","368K","368",64
"ZONTES","368M","368",26
"ZONTES","703F","699",62
"ZONTES","703RR","699",104
"ZONTES","ZT125-G1","125",49
"ZONTES","ZT125-GK","125",1
"ZONTES","ZT125-U","125",29
"ZONTES","ZT125-U1","125",12
"ZONTES","ZT125-Z2","125",54
