MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"BSA","GOLDSTAR","652",2
"CFMOTO","300CL-X","292",2
"CFMOTO","300NK","292",2
"CFMOTO","450MT","449",60
"CFMOTO","450NK","449",3
"CFMOTO","700CL-X ADV","693",2
"CFMOTO","700CL-X HERITAGE","693",2
"CFMOTO","700MT","693",5
"CFMOTO","800MT","799",32
"CFMOTO","800NK","799",1
"CYCLONE","LS-Z","124",10
"CYCLONE","RX1","124",11
"CYCLONE","RX401","401",6
"DAELIM","S16 O LW125P","124",1
"DUCATI","DESERT X","937",7
"DUCATI","DESERT X RALLY","937",2
"DUCATI","DIAVEL V4","1158",3
"DUCATI","DUCATI SCRAMBLER","803",7
"DUCATI","HYPERMOTARD 698 MONO","659",5
"DUCATI","HYPERMOTARD 950","937",3
"DUCATI","MONSTER","937",13
"DUCATI","MULTISTRADA V2","890",31
"DUCATI","MULTISTRADA V4","1158",63
"DUCATI","PANIGALE V2","955",1
"DUCATI","PANIGALE V4","1103",10
"DUCATI","SCRAMBLER DUCATI 10  A","803",6
"DUCATI","STREETFIGHTER","1103",17
"EFUN","PUMA","125",13
"F.B MONDIAL","IMOLA","125",2
"F.B MONDIAL","PIEGA 452","450",2
"FANTIC MOTOR","---","125",43
"GAS GAS","TG 125","125",1
"GASGAS","EC 250","249",1
"GASGAS","EC 250F","250",2
"GASGAS","EC 300","293",7
"GASGAS","EC 350F","350",1
"GASGAS","EC 500F","510",1
"GASGAS","GASGAS ES 700","693",9
"GASGAS","TXT 300","294",2
"HANWAY","GF125","124",1
"HARLEY-DAVIDSON","BREAKOUT","1923",6
"HARLEY-DAVIDSON","CVO PAN AMERICA","1252",2
"HARLEY-DAVIDSON","CVO STREET GLIDE","1977",4
"HARLEY-DAVIDSON","FAT BOB 114","1868",2
"HARLEY-DAVIDSON","FAT BOY","1923",2
"HARLEY-DAVIDSON","FAT BOY 114","1868",1
"HARLEY-DAVIDSON","HERITAGE CLASSIC 114","1868",2
"HARLEY-DAVIDSON","LOW RIDER S","1923",3
"HARLEY-DAVIDSON","LOW RIDER ST","1923",1
"HARLEY-DAVIDSON","NIGHTSTER SPECIAL","975",4
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","1252",8
"HARLEY-DAVIDSON","PAN AMERICA 1250 ST","1252",1
"HARLEY-DAVIDSON","ROAD GLIDE","1923",5
"HARLEY-DAVIDSON","ROAD KING SPECIAL","1868",4
"HARLEY-DAVIDSON","SPORT GLIDE","1745",4
"HARLEY-DAVIDSON","SPORTSTER S","1252",9
"HARLEY-DAVIDSON","STREET BOB","1923",3
"HARLEY-DAVIDSON","STREET GLIDE","1923",3
"HARLEY-DAVIDSON","STREET GLIDE ULTRA","1923",2
"HARLEY-DAVIDSON","ULTRA LIMITED","1868",2
"HONDA","ADV 350","330",344
"HONDA","ADV 750","745",235
"HONDA","C125A","124",2
"HONDA","CB 125 F","124",8
"HONDA","CB 500 F","471",42
"HONDA","CB 500 X","471",236
"HONDA","CB1000","1000",15
"HONDA","CB1000RA","998",2
"HONDA","CB1000SP","1000",26
"HONDA","CB650RA","649",148
"HONDA","CB750 Hornet","755",75
"HONDA","CBF 125","125",50
"HONDA","CBF300NA","286",11
"HONDA","CBR 650 R","649",127
"HONDA","CBR1000","1000",6
"HONDA","CBR500","471",30
"HONDA","CBR600R3","599",45
"HONDA","CBR650RA","649",4
"HONDA","CL500","471",37
"HONDA","CMX1100","1084",31
"HONDA","CRF 300 L","286",12
"HONDA","CRF1100L Africa Twin","1084",93
"HONDA","CRF300LRA","286",2
"HONDA","FORZA 350","330",192
"HONDA","FORZA 750","745",73
"HONDA","FORZA125","125",402
"HONDA","GB350S","348",73
"HONDA","GL1800DA","1833",4
"HONDA","MSX125A","124",12
"HONDA","NC 750 X","745",137
"HONDA","NT1100","1084",81
"HONDA","PCX125","125",726
"HONDA","Rebel 500","471",57
"HONDA","SH Mode 125","125",67
"HONDA","SH125i","125",356
"HONDA","SH350i","330",83
"HONDA","ST125A","124",22
"HONDA","VISION 110","109",80
"HONDA","XL750 Transalp","755",121
"HONDA","Z125MA","124",5
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","799",2
"HUSQVARNA","HUSQVARNA 801 VITPILEN","799",3
"HUSQVARNA","HUSQVARNA 901 NORDEN","889",8
"HUSQVARNA","HUSQVARNA 901 NORDEN E","889",9
"HUSQVARNA","HUSQVARNA FE 250","250",3
"HUSQVARNA","HUSQVARNA FE 350","350",3
"HUSQVARNA","HUSQVARNA FE 450","450",2
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","399",14
"HUSQVARNA","HUSQVARNA SVARTPILEN12","125",12
"HUSQVARNA","HUSQVARNA TE 300","293",10
"HUSQVARNA","HUSQVARNA TE 300I","293",1
"HUSQVARNA","HUSQVARNA VITPILEN 125","125",3
"HUSQVARNA","HUSQVARNA VITPILEN 401","399",6
"HYOSUNG","GV125","124",13
"INDIAN MOTORCYCLE","101 SCOUT","1250",3
"INDIAN MOTORCYCLE","CHIEF BOBBER DARK HORS","1890",2
"INDIAN MOTORCYCLE","FTR R CARBON","1203",4
"INDIAN MOTORCYCLE","FTR SPORT","1203",1
"INDIAN MOTORCYCLE","FTR X RSD SUPERHOOLIGA","1203",1
"INDIAN MOTORCYCLE","INDIAN CHIEF BOBBER DA","1890",1
"INDIAN MOTORCYCLE","SCOUT","1133",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED","1250",2
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","1250",7
"INDIAN MOTORCYCLE","SCOUT ROGUE","1133",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","1000",3
"INDIAN MOTORCYCLE","SPORT CHIEF RT","1890",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED","1250",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","1250",4
"INDIAN MOTORCYCLE","SUPER CHIEF DARK HORSE","1890",1
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","1250",1
"ITALJET","DRAGSTER125","124",3
"ITALJET","DRAGSTER200","181",1
"KAWASAKI","ELIMINATOR","451",40
"KAWASAKI","NINJA 1000SX","1043",5
"KAWASAKI","NINJA 1100SX","1099",19
"KAWASAKI","NINJA 125","125",7
"KAWASAKI","NINJA 500","451",23
"KAWASAKI","NINJA 650","649",44
"KAWASAKI","NINJA 7 HYBRID","451",2
"KAWASAKI","NINJA H2 SX","998",1
"KAWASAKI","NINJA ZX-10R","998",6
"KAWASAKI","NINJA ZX-4R","399",35
"KAWASAKI","NINJA ZX-6R","636",81
"KAWASAKI","VERSYS 1000","1043",15
"KAWASAKI","VERSYS 1100","1099",29
"KAWASAKI","VERSYS 650","649",49
"KAWASAKI","VULCAN S","649",26
"KAWASAKI","W800","773",4
"KAWASAKI","Z125","125",18
"KAWASAKI","Z500","451",47
"KAWASAKI","Z650","649",87
"KAWASAKI","Z650RS","649",31
"KAWASAKI","Z900","948",238
"KAWASAKI","Z900RS","948",7
"KEEWAY","K-LIGHT 125","124",5
"KEEWAY","M502N","486",1
"KEEWAY","RK V125C","125",5
"KEEWAY","RKF 125","125",3
"KEEWAY","RKF 125 ABS","125",13
"KEEWAY","RKF 125 CBS","125",12
"KEEWAY","SIXTIES 125I","125",5
"KEEWAY","SIXTIES 300","278",4
"KEEWAY","V-CRUISE 125","125",17
"KEEWAY","V302C","298",2
"KEEWAY","VERSILIA 125","125",11
"KEEWAY","VIESTE 125","125",12
"KEEWAY","VIESTE 125LX","125",4
"KEEWAY","VIESTE 125XDV","125",8
"KEEWAY","VIESTE 300","278",2
"KEEWAY","VIESTE 300XDV","278",4
"KEEWAY","X-LIGHT 125","125",4
"KEEWAY","XDV 125 EVO PRO","125",6
"KL SERVICE","KXE 450","449",1
"KOVE","450 RALLY","449",22
"KOVE","KOVE 800 X PRO","799",60
"KOVE","NK 125 R","125",12
"KTM","KTM 125 DUKE","125",58
"KTM","KTM 1290 SUPER ADVENTU","1301",12
"KTM","KTM 1290 SUPER DUKE GT","1301",1
"KTM","KTM 1390 SUPER DUKE R","1350",8
"KTM","KTM 250 EXC","249",12
"KTM","KTM 300 EXC","293",25
"KTM","KTM 350 EXC-F","350",4
"KTM","KTM 390 ADVENTURE","373",15
"KTM","KTM 390 DUKE","399",14
"KTM","KTM 450 EXC-F","450",2
"KTM","KTM 500 EXC-F","510",1
"KTM","KTM 690 ENDURO R","693",2
"KTM","KTM 690 SMC R","693",2
"KTM","KTM 790 ADVENTURE","799",32
"KTM","KTM 790 DUKE L","799",6
"KTM","KTM 890 ADVENTURE","889",5
"KTM","KTM 890 ADVENTURE R","889",29
"KTM","KTM 890 SM T","889",7
"KTM","KTM 990 DUKE","947",5
"KTM","KTM RC 125","125",3
"KTM","KTM RC 390","373",2
"KYMCO","AGILITY CITY 125","125",220
"KYMCO","AGILITY S","125",80
"KYMCO","AK 550","550",7
"KYMCO","DTX 125","124",73
"KYMCO","DTX 350","321",23
"KYMCO","PEOPLE S 125","125",35
"KYMCO","PEOPLE S 125 E5+","125",37
"KYMCO","SKYTOWN 125","125",227
"KYMCO","SUPER DINK GT 125 E5+","124",34
"KYMCO","X-TOWN CT 125","125",18
"KYMCO","X-TOWN CT 300","276",8
"KYMCO","XCITING VS 400","400",12
"LAMBRETTA","G350 SPECIAL","330",1
"LAMBRETTA","V125 SPECIAL FLEX","125",10
"LAMBRETTA","X125","124",3
"LAMBRETTA","X300","275",1
"LEONART","KP450R-B","446",2
"LEONART","M16-125","125",4
"LEONART","PILDER 125","125",15
"LINHAI","---","125",1
"LINHAI","BUCK ADV","124",5
"MACBOR","8 MILE 500 SCR","471",1
"MACBOR","EIGHT MILE 125 LC","124",7
"MACBOR","FUN 125 PLUS E5","124",4
"MACBOR","LORD MARTIN 125 E5","124",3
"MACBOR","MONTANA XR1 125","124",17
"MACBOR","MONTANA XR5 510","498",41
"MACBOR","ROCKSTER 125","125",14
"MACBOR","ROCKSTER 410","401",10
"MACBOR","ROCKSTER FLAT 125","125",7
"MALAGUTI","DRAKON 125","124",1
"MALAGUTI","DUNE X 125","124",1
"MALAGUTI","MADISON 125 ABS","125",2
"MALAGUTI","MISSION 125","124",2
"MALAGUTI","XTM 125","124",1
"MALCOR IBERICA","SCRAMBLER 125","124",1
"MALCOR IBERICA","SX125","124",2
"MASH","B-SIDE","494",1
"MBP","C1002V","997",4
"MBP","SC 125","125",4
"MBP","SC125LX","125",7
"MBP","SC300","278",1
"MH MOTORCYCLES","BOGGA","125",1
"MH MOTORCYCLES","BOGGA ROCKER","125",1
"MH MOTORCYCLES","REVENGE","124",2
"MH MOTORCYCLES","TRAY","125",54
"MH MOTORCYCLES","VR10","124",21
"MH MOTORCYCLES","VRS","124",1
"MH MOTORCYCLES","VRT","124",13
"MH MOTORCYCLES","XRT","125",5
"MITT","125 NK","124",3
"MITT","125GP","124",13
"MITT","125GTS","125",39
"MITT","125R1","124",7
"MITT","278","125",4
"MITT","300GT MAX","276",2
"MITT","330 GTS","276",1
"MITT","808","799",4
"MITT","CPX 125 LIQUID","125",1
"MITT","EMPEROR","125",13
"MITT","FUNRIDER","125",4
"MITT","KYLIN 750","730",5
"MITT","LEGRAND","124",1
"MITT","MITT 555TT","471",9
"MITT","MITT ADV 125","124",11
"MITT","MITT ADV 530","471",2
"MITT","MITT SUPPER","124",14
"MITT","OGAR LEGEND","125",2
"MITT","SCRAMBLER 125","124",1
"MITT","TEKKEN 125","124",1
"MITT","TRAVELLER","799",2
"MITT","TY125T-26F","125",15
"MITT","TY125T-51E","125",3
"MITT","XRS","124",4
"MONDIAL","HPS","124",5
"MONDIAL","PIEGA","124",5
"MONDIAL","SMX","124",1
"MONDIAL","SPARTAN 125","124",2
"MONKEY BIKES","DAX 125","124",2
"MONTESA","4RIDE","259",2
"MONTESA","COTA 4RT 260","259",1
"MONTESA","COTA 4RT 301RR","298",5
"MORBIDELLI","T1002VX","997",36
"MOTO GUZZI","STELVIO","1042",1
"MOTO GUZZI","STELVIO (A.R.A.S.)","1042",5
"MOTO GUZZI","V100 MANDELLO","1042",2
"MOTO GUZZI","V100 MANDELLO S","1042",4
"MOTO GUZZI","V7 CORSA","853",3
"MOTO GUZZI","V7 SPECIAL","853",1
"MOTO GUZZI","V7 STONE","853",16
"MOTO GUZZI","V85 STRADA","853",6
"MOTO GUZZI","V85 TT","853",19
"MOTO GUZZI","V85 TT TRAVEL","853",4
"MOTO MORINI","6 ½ SCR","649",3
"MOTO MORINI","CALIBRO","693",5
"MOTRON MOTORRAD","VENTURA 125","125",2
"MOTRON MOTORRAD","X-NORD 125","124",1
"MTR BIKES","CP250","247",1
"MV AGUSTA","BRUTALE 1000 RR","998",3
"MV AGUSTA","BRUTALE 1000 RS","998",1
"MV AGUSTA","BRUTALE R","798",2
"MV AGUSTA","BRUTALE RR","798",2
"MV AGUSTA","DRAGSTER R","798",6
"MV AGUSTA","DRAGSTER RR","798",1
"MV AGUSTA","ENDURO VELOCE","931",3
"MV AGUSTA","F3 ROSSO","798",2
"MV AGUSTA","LXP ORIOLI","931",2
"MV AGUSTA","SUPERVELOCE","798",3
"MV AGUSTA","TURISMO VELOCE LUSSO","798",1
"MX","HT125 4A","125",1
"NEXT","NX2 125I","125",1
"PEUGEOT","DJANGO","125",8
"PEUGEOT","KISBEE M","125",3
"PEUGEOT","PM-01","125",1
"PEUGEOT","PULSION","125",2
"PEUGEOT","TWEET","125",18
"PEUGEOT","TWEET FL 125 CC","125",37
"PEUGEOT","XP","399",4
"PIAGGIO","BEVERLY 300 HPE","278",15
"PIAGGIO","BEVERLY 310 HPE","310",1
"PIAGGIO","BEVERLY 400 HPE","399",24
"PIAGGIO","LIBERTY 125 ABS","124",212
"PIAGGIO","MEDLEY 125","125",134
"PIAGGIO","VESPA GTS","310",51
"PIAGGIO","VESPA GTS 125","125",49
"PIAGGIO","VESPA GTV","278",5
"PIAGGIO","VESPA PRIMAVERA 125","124",43
"PIAGGIO","VESPA PRIMAVERA 125 AB","124",31
"PIAGGIO","VESPA PRIMAVERA TECH 1","124",2
"PIAGGIO","VESPA SPRINT 125","124",4
"PIAGGIO","VESPA SPRINT 125 ABS","124",1
"QJMOTOR","ATR 125","125",4
"QJMOTOR","ATR 125 E5+","125",95
"QJMOTOR","FORT 350","350",16
"QJMOTOR","LTR 125","125",5
"QJMOTOR","LTR 125 E5+","125",3
"QJMOTOR","MTX 125","125",113
"QJMOTOR","MTX 125 E5+","125",5
"QJMOTOR","SQ 16 E5+","125",2
"QJMOTOR","SRK 125 R","125",12
"QJMOTOR","SRK 125 S","125",15
"QJMOTOR","SRK 125 S E5+","125",38
"QJMOTOR","SRK 400","400",4
"QJMOTOR","SRK 700","698",1
"QJMOTOR","SRT 500 X 35KW","554",9
"QJMOTOR","SRT 600 SX E5+","554",34
"QJMOTOR","SRT 700","698",5
"QJMOTOR","SRT 700 X","698",25
"QJMOTOR","SRT 800 X","754",1
"QJMOTOR","SRV 125","125",18
"QJMOTOR","SRV 125 E5+","125",37
"QJMOTOR","SRV 550","554",3
"QJMOTOR","TRX 125","125",3
"QJMOTOR","TRX 125 E5+","125",3
"REDMOTO","---","249",5
"RIEJU","AVENTURA 500","471",14
"RIEJU","CENTURY125","124",3
"RIEJU","MR","293",8
"RIEJU","N/A","124",56
"RIEJU","NOT APPLICABLE","124",24
"ROYAL ALLOY","GP300SP","278",1
"ROYAL ENFIELD","CLASSIC 350","349",11
"ROYAL ENFIELD","CLASSIC 650 TWIN","648",36
"ROYAL ENFIELD","CONTINENTAL GT 650","648",5
"ROYAL ENFIELD","GUERRILLA 450","451",6
"ROYAL ENFIELD","HIMALAYAN 452","451",34
"ROYAL ENFIELD","HNTR 350","349",3
"ROYAL ENFIELD","INTERCEPTOR 650 O INTE","648",2
"ROYAL ENFIELD","INTERCEPTOR BEAR 650","648",16
"ROYAL ENFIELD","METEOR 350","349",4
"ROYAL ENFIELD","SHOTGUN 650","648",5
"ROYAL ENFIELD","SIGNALS 350","349",1
"ROYAL ENFIELD","SUPER METEOR 650","648",15
"SCORPA","300CC","295",1
"SHERCO","125 SE-R","124",5
"SHERCO","250 SE-R","249",2
"SHERCO","250 ST","249",1
"SHERCO","300 SE-R","293",9
"SHERCO","300 SEF-R","303",4
"SHERCO","300 ST","294",3
"SHERCO","450 SEF-R","449",1
"SHERCO","500 SEF-R","478",1
"SHERCO","N.A","124",8
"SUZUKI","ADDRESS 125","124",22
"SUZUKI","AVENIS 125","124",4
"SUZUKI","BURGMAN 400","400",9
"SUZUKI","DL650","645",7
"SUZUKI","DL650U","645",7
"SUZUKI","DL650U J","645",1
"SUZUKI","GSX-8S","776",17
"SUZUKI","GSX-R125","124",9
"SUZUKI","GSX-S 1000","999",29
"SUZUKI","GSX-S125","124",2
"SUZUKI","GSX1300R","1340",4
"SUZUKI","SV650","645",10
"SUZUKI","SV650U","645",6
"SUZUKI","UN125","124",13
"SUZUKI","V-Strom 1050","1037",18
"SUZUKI","V-Strom 800","776",32
"SWM","HOKU 125","125",5
"SWM","OUTLAW125","125",13
"SWM","RS125R","125",1
"SWM","SM125R","125",5
"SWM","SUPERDUAL T","600",2
"SWM","VAREZ125","125",1
"SYM","ADX 125 ABS","125",9
"SYM","ADX 300 TCS","278",24
"SYM","CRUISYM 125 E5 TCS","124",18
"SYM","CRUISYM 125 TCS E5+","124",2
"SYM","CRUISYM 125I ABS E5","124",2
"SYM","CRUISYM 300 E5 TCS","278",7
"SYM","FIDDLE 125 E5","125",7
"SYM","JET 14","125",129
"SYM","JET X","125",38
"SYM","JOYMAX Z 125 ABS E5+","124",1
"SYM","JOYMAX Z 125 E5","124",3
"SYM","JOYMAX Z 125 TCS","124",4
"SYM","JOYRIDE 300 ABS","278",9
"SYM","MAXSYM 400I ABS E5","399",3
"SYM","MAXSYM 400I GT","399",10
"SYM","MAXSYM TL TCS","508",9
"SYM","SYMPHONY 125","125",467
"TM RACING","300","293",1
"TRIUMPH","BONNEVILLE BOBBER","1200",1
"TRIUMPH","BONNEVILLE BOBBER  (E5","1200",3
"TRIUMPH","BONNEVILLE BOBBER TFC","1200",2
"TRIUMPH","BONNEVILLE SPEEDMASTER","1200",2
"TRIUMPH","BONNEVILLE T100","900",6
"TRIUMPH","BONNEVILLE T120 (E5 VB","1200",5
"TRIUMPH","BONNEVILLE T120 BLACK","1200",7
"TRIUMPH","DAYTONA 660","660",8
"TRIUMPH","ROCKET 3 GT SPECIAL ED","2458",1
"TRIUMPH","ROCKET 3 R SPECIAL EDI","2458",2
"TRIUMPH","ROCKET 3 STORM GT","2458",1
"TRIUMPH","ROCKET 3 STORM R","2458",3
"TRIUMPH","SCRAMBLER 1200 X","1200",3
"TRIUMPH","SCRAMBLER 1200 XE","1200",3
"TRIUMPH","SCRAMBLER 400 X","398",25
"TRIUMPH","SCRAMBLER 900","900",4
"TRIUMPH","SPEED 400","398",29
"TRIUMPH","SPEED TRIPLE RR","1160",1
"TRIUMPH","SPEED TRIPLE RS","1160",2
"TRIUMPH","SPEED TWIN","1200",10
"TRIUMPH","SPEED TWIN 1200 RS","1200",3
"TRIUMPH","SPEED TWIN 900","900",17
"TRIUMPH","STREET TRIPLE R","765",12
"TRIUMPH","STREET TRIPLE R (A2)","765",6
"TRIUMPH","STREET TRIPLE RS","765",13
"TRIUMPH","TIGER 1200 GT","1160",1
"TRIUMPH","TIGER 1200 GT PRO","1160",6
"TRIUMPH","TIGER 1200 RALLY EXPLO","1160",2
"TRIUMPH","TIGER 1200 RALLY PRO","1160",2
"TRIUMPH","TIGER 850 SPORT","888",2
"TRIUMPH","TIGER 900 GT","888",4
"TRIUMPH","TIGER 900 GT ARAGON ED","888",1
"TRIUMPH","TIGER 900 GT PRO","888",39
"TRIUMPH","TIGER 900 RALLY PRO","888",14
"TRIUMPH","TIGER SPORT","660",23
"TRIUMPH","TIGER SPORT 800","798",23
"TRIUMPH","TRIDENT","660",14
"TRIUMPH","TRIDENT 660 TRIPLE TRI","660",1
"TRS","TR1 125","125",1
"TRS","TR1 250","248",2
"TRS","TR1 280","272",1
"TRS","TR1 300","294",12
"UM","DSR ADVENTURE","124",4
"UM","DSR EX 125","124",2
"UM","RENEGADE COMMANDO 125","124",1
"UM","RENEGADE COMMANDO 300","292",1
"UM","RENEGADE SPORT Z 125","125",2
"UM","XTREET RS125","124",2
"VERTIGO MOTORS","LINKO 125","125",1
"VERTIGO MOTORS","VERTIGO NITRO 300","294",2
"VOGE","300AC X","292",1
"VOGE","300RALLY","292",3
"VOGE","525DSX","494",4
"VOGE","625DSX","581",93
"VOGE","650DS","652",1
"VOGE","AC350","321",5
"VOGE","DS525X","494",40
"VOGE","DS900X","895",558
"VOGE","R125","124",43
"VOGE","SR1","124",125
"VOGE","SR16","125",54
"VOGE","SR1ADV","125",188
"VOGE","SR4 MAX","350",63
"WOTTAN","GT2","125",43
"WOTTAN","REBBE","124",1
"WOTTAN","STORM-R","124",3
"WOTTAN","STORM-S","276",6
"WOTTAN","STORM-T","125",1
"WOTTAN","STORM-V","124",3
"WOTTAN","STORM-X","125",33
"WOTTAN MOTOR","STORM-R","278",1
"WOTTAN MOTOR","STORM-S","278",1
"WOTTAN MOTOR","STORM-T","125",2
"WOTTAN MOTOR","STORM-X","125",4
"YAMAHA","D'elight","125",5
"YAMAHA","MT-03","321",15
"YAMAHA","MT-07","689",267
"YAMAHA","MT-09","890",199
"YAMAHA","MT-10","998",8
"YAMAHA","MT-125","125",134
"YAMAHA","NMAX125","125",961
"YAMAHA","R125","125",44
"YAMAHA","RayZR 125","125",204
"YAMAHA","TMAX 560","562",118
"YAMAHA","TRACER 700","689",16
"YAMAHA","Tracer 9 GT","890",106
"YAMAHA","TRICITY 125","125",21
"YAMAHA","XMAX 300","292",105
"YAMAHA","XMAX125","125",250
"YAMAHA","XSR-900","890",33
"YAMAHA","XSR700","689",8
"YAMAHA","XTZ 700 Tenere","689",63
"YAMAHA","YZF-R3","321",12
"YAMAHA","YZF1000D","998",2
"YAMAHA","YZF690","689",7
"YAMAHA","YZF690-U","689",12
"ZONTES","125C","125",113
"ZONTES","125D","124",78
"ZONTES","125E","125",94
"ZONTES","125M","124",13
"ZONTES","350D","349",38
"ZONTES","350E","349",127
"ZONTES","350M","349",11
"ZONTES","350R","348",5
"ZONTES","350S","348",7
"ZONTES","350T","348",7
"ZONTES","350V","348",2
"ZONTES","350X","348",9
"ZONTES","368G","368",681
"ZONTES","703F","699",303
"ZONTES","C125","125",3
"ZONTES","D350","349",5
"ZONTES","E125","125",4
"ZONTES","E350","349",9
"ZONTES","GK350","348",2
"ZONTES","M125","124",1
"ZONTES","M350","349",3
"ZONTES","R350","348",1
"ZONTES","S350","348",3
"ZONTES","T350","348",1
"ZONTES","X310","312",1
"ZONTES","ZT125-G1","125",67
"ZONTES","ZT125-GK","125",11
"ZONTES","ZT125-U","125",39
"ZONTES","ZT125-U1","125",45
"ZONTES","ZT125-Z2","125",71
