MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"BRIXTON","CROMWELL 1200","1222",2
"BRIXTON","CROSSFIRE 125","124",1
"BRIXTON","CROSSFIRE 125XS","125",1
"BRIXTON","CROSSFIRE 500","486",2
"BRIXTON","FELSBERG 125 ABS","125",3
"BRIXTON","FELSBERG 250","249",1
"BSA","BANTAM","334",10
"BSA","SCRAMBLER","652",5
"CFMOTO","125 NK","124",11
"CFMOTO","450CL-C","449",2
"CFMOTO","450MT","449",144
"CFMOTO","675NK","674",8
"CFMOTO","675SR-R","674",10
"CFMOTO","700MT","693",29
"CFMOTO","800MT","799",6
"CFMOTO","800MT-X","799",4
"CYCLONE","CARRERA 125","125",9
"CYCLONE","LS-Z","124",8
"CYCLONE","RA125 PLUS","124",14
"CYCLONE","RA2","125",1
"CYCLONE","RT1","125",4
"CYCLONE","RT2","289",2
"CYCLONE","RX1","124",2
"CYCLONE","RX1 PRO","124",16
"CYCLONE","RX401","401",1
"CYCLONE","RX600","550",10
"CYCLONE","SR650","650",2
"DAYANG","SAIGA125","125",3
"DUCATI","DESERTX DISCOVERY","937",2
"DUCATI","DESERTX WHITE LIVERY","937",3
"DUCATI","DIAVEL V4","1158",3
"DUCATI","DIAVEL V4 RS","1103",3
"DUCATI","DUCATI SCRAMBLER","803",2
"DUCATI","HYPERMOTARD 698 MONO","659",1
"DUCATI","MONSTER","890",2
"DUCATI","MONSTER RED","890",10
"DUCATI","MONSTER WHITE","890",5
"DUCATI","MULTISTRADA V2","890",28
"DUCATI","MULTISTRADA V4","1158",30
"DUCATI","PANIGALE V2","890",13
"DUCATI","PANIGALE V4","1103",8
"DUCATI","SCRAMBLER FULL THROTTL","803",3
"DUCATI","SCRAMBLER ICON DARK","803",8
"DUCATI","SCRAMBLER NIGHTSHIFT","803",1
"DUCATI","STREETFIGHTER","890",10
"EFUN","LION","125",17
"F.B MONDIAL","FLEX 300","292",1
"F.B MONDIAL","IMOLA","125",2
"F.B MONDIAL","PIEGA 452","450",2
"FANTIC MOTOR","---","125",13
"GASGAS","EC 250","249",1
"GASGAS","EC 250F","250",2
"GASGAS","EC 300","293",14
"GASGAS","EC 350F","350",5
"GASGAS","EC 450F","450",1
"GASGAS","EC 500F","510",1
"GASGAS","TXT 300","294",4
"GUSITE","BRILLIANT125PRO","125",1
"GUSITE","GRACE","125",2
"GUSITE","LUCCA 150","150",1
"HARLEY-DAVIDSON","FAT BOY","1923",4
"HARLEY-DAVIDSON","FAT BOY 114","1868",1
"HARLEY-DAVIDSON","HERITAGE CLASSIC","1923",2
"HARLEY-DAVIDSON","LOW RIDER S","1923",5
"HARLEY-DAVIDSON","LOW RIDER ST","1923",4
"HARLEY-DAVIDSON","NIGHTSTER SPECIAL","975",1
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","1252",5
"HARLEY-DAVIDSON","PAN AMERICA 1250 ST","1252",1
"HARLEY-DAVIDSON","ROAD GLIDE","1923",4
"HARLEY-DAVIDSON","ROAD GLIDE LIMITED","1923",1
"HARLEY-DAVIDSON","ROAD KING SPECIAL","1868",2
"HARLEY-DAVIDSON","SPORTSTER S","1252",6
"HARLEY-DAVIDSON","STREET BOB","1923",8
"HARLEY-DAVIDSON","STREET GLIDE","1923",8
"HARLEY-DAVIDSON","ULTRA LIMITED","1868",1
"HERO MOTOCORP","HUNK 440","440",7
"HERO MOTOCORP","X PULSE 200 4V","200",28
"HONDA","ADV350A","330",339
"HONDA","ADV750","745",190
"HONDA","C125A","124",1
"HONDA","CB1000","1000",7
"HONDA","CB1000SP","1000",4
"HONDA","CB125F","124",43
"HONDA","CB500FA","471",23
"HONDA","CB500XA","471",96
"HONDA","CB650RA","649",89
"HONDA","CB750A","755",81
"HONDA","CBF125NA","125",48
"HONDA","CBR1000","1000",4
"HONDA","CBR500","471",17
"HONDA","CBR600R3","599",8
"HONDA","CBR650RA","649",7
"HONDA","CBR650RAC","649",86
"HONDA","CL500A","471",19
"HONDA","CMX1100","1084",16
"HONDA","CMX500A","471",27
"HONDA","CMX500A2","471",27
"HONDA","CRF1100","1084",111
"HONDA","CRF300LA","286",49
"HONDA","CRF300LRA","286",5
"HONDA","FORZA125","125",303
"HONDA","GB350S","348",61
"HONDA","GL1800BD","1833",1
"HONDA","GL1800DA","1833",3
"HONDA","MSX125A","124",8
"HONDA","NC750XA","745",29
"HONDA","NC750XD","745",73
"HONDA","NSS350A","330",136
"HONDA","NSS750","745",115
"HONDA","NT1100","1084",42
"HONDA","PCX125","125",642
"HONDA","SH Mode 125","125",49
"HONDA","SH125i","125",445
"HONDA","SH350A","330",92
"HONDA","ST125A","124",9
"HONDA","VISION 110","109",201
"HONDA","XL 125 S","124",1
"HONDA","XL750 Transalp","755",130
"HONDA","Z125MA","124",6
"HUSQVARNA","HUSQVARNA 701 ENDURO","693",5
"HUSQVARNA","HUSQVARNA 701 SUPERMOT","693",12
"HUSQVARNA","HUSQVARNA 801 VITPILEN","799",1
"HUSQVARNA","HUSQVARNA 901 NORDEN","889",13
"HUSQVARNA","HUSQVARNA 901 NORDEN E","889",4
"HUSQVARNA","HUSQVARNA FE 250","250",2
"HUSQVARNA","HUSQVARNA FE 350","350",10
"HUSQVARNA","HUSQVARNA FE 450","450",6
"HUSQVARNA","HUSQVARNA FE 501","510",3
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","399",4
"HUSQVARNA","HUSQVARNA SVARTPILEN12","125",5
"HUSQVARNA","HUSQVARNA TE 150","144",1
"HUSQVARNA","HUSQVARNA TE 250","249",1
"HUSQVARNA","HUSQVARNA TE 300","293",32
"HUSQVARNA","HUSQVARNA VITPILEN 125","125",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","399",1
"HYOSUNG","GV300","296",2
"INDIAN MOTORCYCLE","101 SCOUT","1250",3
"INDIAN MOTORCYCLE","125TH ANNIVERSARY CHIE","1890",1
"INDIAN MOTORCYCLE","CHIEF VINTAGE","1890",1
"INDIAN MOTORCYCLE","SCOUT BOBBER","1133",3
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","1250",2
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED+T","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER TWENTY","1133",1
"INDIAN MOTORCYCLE","SCOUT ROGUE","1133",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","1000",2
"INDIAN MOTORCYCLE","SCOUT SIXTY CLASSIC","1000",3
"INDIAN MOTORCYCLE","SPORT CHIEF","1890",1
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","1250",1
"ITALJET","DRAGSTER125","124",3
"ITALJET","DRAGSTER300","278",1
"JIAJUE","ADV 125","125",1
"JIAJUE","HAWK","125",1
"JIAJUE","ROCKET 125","125",1
"JIAJUE","SPEEDER","125",1
"JIAJUE","TANK 125","125",1
"KAWASAKI","ELIMINATOR","451",38
"KAWASAKI","KLE500","451",41
"KAWASAKI","NINJA 1100SX","1099",6
"KAWASAKI","NINJA 125","125",15
"KAWASAKI","NINJA 500","451",16
"KAWASAKI","NINJA 650","649",36
"KAWASAKI","NINJA 7 HYBRID","451",1
"KAWASAKI","NINJA H2 SX","998",2
"KAWASAKI","NINJA ZX-10R","998",5
"KAWASAKI","NINJA ZX-4R","399",34
"KAWASAKI","NINJA ZX-6R","636",45
"KAWASAKI","VERSYS 1000","1043",1
"KAWASAKI","VERSYS 1100","1099",18
"KAWASAKI","VERSYS 650","649",34
"KAWASAKI","VULCAN S","649",26
"KAWASAKI","W800","773",1
"KAWASAKI","Z H2","998",2
"KAWASAKI","Z1100","1099",23
"KAWASAKI","Z125","125",11
"KAWASAKI","Z500","451",33
"KAWASAKI","Z650","649",39
"KAWASAKI","Z650RS","649",13
"KAWASAKI","Z7 HYBRID","451",1
"KAWASAKI","Z900","948",147
"KAWASAKI","Z900RS","948",11
"KEEWAY","FACT EVO 125","125",1
"KEEWAY","GEMMA","117",11
"KEEWAY","ICON 125 S","124",11
"KEEWAY","RKF 125 ABS","125",9
"KEEWAY","RKS 125","124",20
"KEEWAY","V-CRUISE","125",19
"KEEWAY","VERSILIA 125","125",7
"KEEWAY","VIESTE 125","125",24
"KEEWAY","VIESTE 125LX","125",11
"KEEWAY","VIESTE 125XDV","125",12
"KEEWAY","VIESTE 300XDV","278",2
"KEEWAY","X-LIGHT 125","125",5
"KEEWAY","XDV 125 EVO PRO","125",32
"KOVE","450 RALLY 2026","449",1
"KOVE","450 RALLY E5+","449",6
"KOVE","KOVE 800 X GT","799",6
"KOVE","KOVE 800 X PRO","799",87
"KOVE","KOVE 800 X RALLY","799",18
"KOVE","NK 125 R","125",8
"KTM","KTM 125 DUKE","125",29
"KTM","KTM 125 ENDURO","125",18
"KTM","KTM 125 SMC R","125",31
"KTM","KTM 1290 SUPER ADVENTU","1301",1
"KTM","KTM 1390 SUPER ADVENTU","1350",32
"KTM","KTM 250 EXC","249",5
"KTM","KTM 300 EXC","293",64
"KTM","KTM 350 EXC-F","350",14
"KTM","KTM 390 ADVENTURE","373",2
"KTM","KTM 390 ADVENTURE R","399",75
"KTM","KTM 390 ADVENTURE X","399",9
"KTM","KTM 390 DUKE","399",22
"KTM","KTM 390 ENDURO","399",3
"KTM","KTM 390 ENDURO R","399",12
"KTM","KTM 390 SMC R","399",9
"KTM","KTM 450 EXC-F","450",10
"KTM","KTM 500 EXC-F","510",2
"KTM","KTM 690 ENDURO R","693",7
"KTM","KTM 690 SMC R","693",7
"KTM","KTM 790 ADVENTURE","799",15
"KTM","KTM 790 DUKE","799",16
"KTM","KTM 890 ADVENTURE","889",3
"KTM","KTM 890 ADVENTURE R","889",11
"KTM","KTM 890 SM T","889",1
"KTM","KTM 990 DUKE","947",4
"KTM","KTM 990 DUKE R","947",1
"KTM","KTM 990 RC R","947",11
"KTM","KTM RC 125","125",1
"KYMCO","AGILITY CITY 125","125",1
"KYMCO","AGILITY S","125",245
"KYMCO","AK 550","550",1
"KYMCO","DTX","124",69
"KYMCO","DTX 125","124",2
"KYMCO","DTX 350","321",1
"KYMCO","PEOPLE S 125","125",1
"KYMCO","PEOPLE S 125 E5+","125",39
"KYMCO","SKYTOWN 125","125",181
"KYMCO","SUPER DINK GT","321",60
"KYMCO","SUPER DINK GT 125 E5+","124",81
"KYMCO","XCITING VS 400","400",11
"LAMBRETTA","G350 SPECIAL","330",2
"LAMBRETTA","G350 SPECIAL FLEX","330",1
"LAMBRETTA","V125 SPECIAL FLEX","125",16
"LAMBRETTA","X125","124",1
"LEONART","LK450R-B","446",1
"LEONART","PILDER 125","125",4
"LETBE","FLYGON","125",7
"LETBE","ISLAND","125",14
"LETBE","S125","125",4
"LETBE","VELOCITY","125",7
"LINHAI","---","125",1
"LINHAI","BUCK ADV","124",2
"MACBOR","EIGHT MILE 125 LC","124",11
"MACBOR","LORD MARTIN 125 E5","124",1
"MACBOR","MONTANA XR1 125 EVO","124",69
"MACBOR","MONTANA XR5 510 E5+","498",23
"MACBOR","ROCKSTER 125 EVO E5+","125",14
"MACBOR","ROCKSTER 410","401",8
"MACBOR","ROCKSTER 410 E5+","401",1
"MACBOR","ROCKSTER FLAT 125","125",3
"MACBOR","ROCKSTER FLAT 125 EVO","125",10
"MALAGUTI","DUNE 125","124",1
"MALAGUTI","MADISON 125 ABS","125",1
"MALCOR IBERICA","ROME","125",1
"MBP","SC 125","125",1
"MBP","SC125LX","125",1
"MBP","SC300","278",1
"MH MOTORCYCLES","BOGGA","125",1
"MH MOTORCYCLES","TRAY","125",20
"MH MOTORCYCLES","VR10","124",18
"MH MOTORCYCLES","VRS","124",7
"MH MOTORCYCLES","VRT","124",14
"MH MOTORCYCLES","XRT","125",2
"MITT","125 DESERT","125",13
"MITT","125 NK","124",9
"MITT","125GP","124",8
"MITT","125GTS","125",21
"MITT","125R1","124",2
"MITT","300GT MAX","276",1
"MITT","808","799",1
"MITT","CPX 125 LIQUID","125",4
"MITT","EMPEROR","125",2
"MITT","GT-S","125",9
"MITT","IBIZA","125",7
"MITT","K750","730",1
"MITT","KYLIN 750","730",4
"MITT","MITT SUPPER","125",1
"MITT","OGAR LEGEND","125",3
"MITT","TY125T-26F","125",10
"MITT","TY125T-51E","125",1
"MITT","TY125T-58E","125",21
"MITT","URBAN","125",2
"MITT","XRS","125",1
"MONDIAL","HPS","124",1
"MONDIAL","SPARTAN 125","124",1
"MONTESA","4RIDE","259",4
"MONTESA","COTA 335","328",1
"MONTESA","COTA 4RT 260","259",4
"MONTESA","COTA 4RT 301RR","298",3
"MORBIDELLI","C1002V","997",4
"MORBIDELLI","F125","125",9
"MORBIDELLI","F352","349",3
"MORBIDELLI","NR125X","125",3
"MORBIDELLI","SC 125","125",2
"MORBIDELLI","SC125 RE","125",6
"MORBIDELLI","SC125LX","125",7
"MORBIDELLI","T1002VX","997",7
"MORBIDELLI","T125 X","124",2
"MORBIDELLI","T352X","349",8
"MORBIDELLI","T502X","486",7
"MOTO GUZZI","STELVIO","1042",4
"MOTO GUZZI","STELVIO (A.R.A.S.)","1042",2
"MOTO GUZZI","V100 MANDELLO","1042",1
"MOTO GUZZI","V7 SPECIAL","853",1
"MOTO GUZZI","V7 SPORT","853",2
"MOTO GUZZI","V7 STONE","853",2
"MOTO GUZZI","V85 STRADA","853",1
"MOTO GUZZI","V85 TT","853",4
"MOTO GUZZI","V85 TT TRAVEL","853",1
"MOTO GUZZI","V9 BOBBER","853",1
"MOTO MORINI","6 ½ STR","649",1
"MOTO MORINI","CALIBRO","693",7
"MOTO MORINI","CALIBRO 700","693",7
"MOTO MORINI","SEIEMMEZZO","649",19
"MOTO MORINI","X-CAPE","649",47
"MOTO MORINI","X-CAPE 700","693",2
"MOTORBIKE","450 WRF","449",1
"MUSATTI","M125R","125",1
"MV AGUSTA","BRUTALE 1000 RR","998",2
"MV AGUSTA","BRUTALE R","798",2
"MV AGUSTA","BRUTALE RR","801",1
"MV AGUSTA","ENDURO VELOCE","931",5
"MV AGUSTA","F3 RR","798",1
"MV AGUSTA","F3 RR ROSSO","798",1
"MV AGUSTA","LXP ORIOLI","931",2
"MV AGUSTA","SUPERVELOCE S","798",1
"MV AGUSTA","TURISMO VELOCE LUSSO","798",1
"NEXT","NX CROSS 125I","125",24
"NEXT","NX2 125I","125",10
"NO STOCK BIKES","JAMTEK ACOST PROJECT","1127",1
"PEUGEOT","DJANGO","125",19
"PEUGEOT","KISBEE M","125",43
"PEUGEOT","PM-01","125",5
"PEUGEOT","PULSION","125",4
"PEUGEOT","PULSION EVO","125",21
"PEUGEOT","TWEET FL 125 CC","125",12
"PEUGEOT","XP","399",1
"PIAGGIO","BEVERLY 310 HPE","310",6
"PIAGGIO","BEVERLY 400 HPE","399",10
"PIAGGIO","LIBERTY 125 ABS","124",144
"PIAGGIO","MEDLEY 125","125",60
"PIAGGIO","MEDLEY 200","174",8
"PIAGGIO","VESPA 946","124",4
"PIAGGIO","VESPA GTS","310",15
"PIAGGIO","VESPA GTS 125","125",16
"PIAGGIO","VESPA GTS 125 SUPERTEC","125",3
"PIAGGIO","VESPA GTS SUPERTECH","310",3
"PIAGGIO","VESPA GTV","310",7
"PIAGGIO","VESPA PRIMAVERA 125","124",53
"PIAGGIO","VESPA PRIMAVERA TECH 1","124",1
"PIAGGIO","VESPA SPRINT 125","124",3
"PIAGGIO","VESPA SPRINT 125 ABS","124",1
"QJMOTOR","ATR 125 E5+","125",45
"QJMOTOR","FORT 125 N E5+","125",49
"QJMOTOR","FORT 4.0 E5+","350",5
"QJMOTOR","LTR 125 E5+","125",3
"QJMOTOR","MTX 125","125",5
"QJMOTOR","MTX 125 E5+","125",62
"QJMOTOR","SQ 16 E5+","125",46
"QJMOTOR","SRK 125 R","125",1
"QJMOTOR","SRK 125 R E5+","125",8
"QJMOTOR","SRK 125 S","125",1
"QJMOTOR","SRK 125 S E5+","125",30
"QJMOTOR","SRK 600","554",7
"QJMOTOR","SRK 700","698",1
"QJMOTOR","SRK 800 RR","778",1
"QJMOTOR","SRT 300 DX","292",1
"QJMOTOR","SRT 600 SX E5+","554",20
"QJMOTOR","SRT 700 E5+","698",25
"QJMOTOR","SRT 700 X","698",2
"QJMOTOR","SRT 700 X E5+","698",45
"QJMOTOR","SRT 900 S","904",25
"QJMOTOR","SRT 900 SX","904",22
"QJMOTOR","SRV 12 E5+","125",9
"QJMOTOR","SRV 125 E5+","125",18
"QJMOTOR","SRV 600 V","561",1
"QJMOTOR","TRX 125 E5+","125",3
"REDMOTO","---","449",4
"REDMOTO","N.A.","449",1
"RIEJU","AVENTURA 500","471",1
"RIEJU","CENTURY125","124",4
"RIEJU","N/A","125",64
"RIEJU","NKD 125","124",19
"RIEJU","NOT APPLICABLE","124",29
"RIEJU","RALLY 307","292",333
"RIEJU","XPLORA 557","554",6
"RIEJU","XPLORA 557 X","554",1
"RIEJU","XPLORA 707","698",10
"RIEJU","XPLORA 707 S","698",4
"ROYAL ALLOY","GP125","125",1
"ROYAL ALLOY","GP300SP","278",1
"ROYAL ALLOY","TG300SP","278",2
"ROYAL ENFIELD","CLASSIC 350","349",7
"ROYAL ENFIELD","CLASSIC 650 TWIN","648",8
"ROYAL ENFIELD","CONTINENTAL GT 650","648",2
"ROYAL ENFIELD","GOAN CLASSIC 350","349",2
"ROYAL ENFIELD","GUERRILLA 450","452",5
"ROYAL ENFIELD","HIMALAYAN 452","452",41
"ROYAL ENFIELD","HNTR 350","349",3
"ROYAL ENFIELD","INTERCEPTOR 650","648",2
"ROYAL ENFIELD","INTERCEPTOR BEAR 650","648",10
"ROYAL ENFIELD","METEOR 350","349",3
"ROYAL ENFIELD","SHOTGUN 650","648",1
"ROYAL ENFIELD","SUPER METEOR 650","648",13
"SHERCO","__","124",1
"SHERCO","125 SE-R","125",14
"SHERCO","250 SE-R","249",7
"SHERCO","250 ST","250",2
"SHERCO","300 SE-R","293",23
"SHERCO","300 SEF-R","304",1
"SHERCO","300 ST","294",3
"SHERCO","450 SEF-R","449",1
"SHERCO","500 SEF-R","478",1
"SHERCO","N.A","125",10
"SUZUKI","AN400","400",8
"SUZUKI","DL1050","1037",9
"SUZUKI","DL650","645",1
"SUZUKI","DL800","776",41
"SUZUKI","DL800U","776",8
"SUZUKI","DR-Z400","398",11
"SUZUKI","GSX-S1000","999",9
"SUZUKI","GSX-S1000T","999",8
"SUZUKI","GSX-S1000X","999",4
"SUZUKI","GSX-S125","124",2
"SUZUKI","GSX1300R","1340",3
"SUZUKI","GSX800","776",15
"SUZUKI","GSX800U","776",2
"SUZUKI","SV650","645",3
"SUZUKI","SV650U","645",3
"SUZUKI","UB125L","124",61
"SUZUKI","UZ125","124",23
"SWM","HOKU 125","125",1
"SWM","SM125R","125",2
"SWM","URBAN 525","494",1
"SYM","ADX 125 ABS","125",3
"SYM","ADX 125 LC TCS E5+","125",21
"SYM","ADX 300 TCS","278",33
"SYM","ADXTG 400","399",5
"SYM","CRUISYM 125 E5 TCS","124",1
"SYM","CRUISYM 125 TCS E5+","124",21
"SYM","FUGUE 125 ABS TOP CASE","124",7
"SYM","JET 14","125",128
"SYM","JET X","125",69
"SYM","JOYMAX Z 125 ABS E5+","124",1
"SYM","JOYMAX Z 300 E5+","278",17
"SYM","MAXSYM 400I GT","399",2
"SYM","MAXSYM TL 508 E5+","508",4
"SYM","MAXSYM TL TCS","508",1
"SYM","SYMPHONY  NEW 125 SR C","125",2
"SYM","SYMPHONY 125","125",332
"TALARIA","TL2500YE-A","M",1
"TM MOTO","---","293",3
"TRIUMPH","BONNEVILLE BOBBER","1200",2
"TRIUMPH","BONNEVILLE BOBBER  (E5","1200",1
"TRIUMPH","BONNEVILLE T100","900",10
"TRIUMPH","BONNEVILLE T120","1200",3
"TRIUMPH","BONNEVILLE T120 (E5 VB","1200",1
"TRIUMPH","BONNEVILLE T120 BLACK","1200",12
"TRIUMPH","BONNEVILLE T120 ELVIS","1200",1
"TRIUMPH","DAYTONA 660","660",3
"TRIUMPH","ROCKET 3 STORM GT","2458",1
"TRIUMPH","ROCKET 3 STORM R","2458",3
"TRIUMPH","SCRAMBLER 1200 X","1200",3
"TRIUMPH","SCRAMBLER 1200 XE","1200",5
"TRIUMPH","SCRAMBLER 400 X","398",11
"TRIUMPH","SCRAMBLER 400 XC","398",5
"TRIUMPH","SCRAMBLER 400XC","398",5
"TRIUMPH","SCRAMBLER 900","900",5
"TRIUMPH","SPEED 400","398",20
"TRIUMPH","SPEED TRIPLE 1200 RS","1160",1
"TRIUMPH","SPEED TRIPLE 1200 RX","1160",1
"TRIUMPH","SPEED TRIPLE RR","1160",1
"TRIUMPH","SPEED TRIPLE RX","1160",1
"TRIUMPH","SPEED TWIN 1200","1200",1
"TRIUMPH","SPEED TWIN 1200 RS","1200",2
"TRIUMPH","SPEED TWIN 900","900",16
"TRIUMPH","STREET TRIPLE 765 RS","765",2
"TRIUMPH","STREET TRIPLE 765 RX","765",8
"TRIUMPH","STREET TRIPLE R","765",2
"TRIUMPH","STREET TRIPLE R (A2)","765",3
"TRIUMPH","STREET TRIPLE RS","765",12
"TRIUMPH","TF250-E","250",6
"TRIUMPH","TF450-E","450",6
"TRIUMPH","TIGER 1200 GT EXPLORER","1160",1
"TRIUMPH","TIGER 1200 GT PRO","1160",1
"TRIUMPH","TIGER 1200 RALLY EXPLO","1160",1
"TRIUMPH","TIGER 1200 RALLY PRO","1160",1
"TRIUMPH","TIGER 900 ALPINE EDITI","888",4
"TRIUMPH","TIGER 900 DESERT EDITI","888",1
"TRIUMPH","TIGER 900 GT","888",4
"TRIUMPH","TIGER 900 GT PRO","888",15
"TRIUMPH","TIGER 900 RALLY PRO","888",7
"TRIUMPH","TIGER SPORT","660",8
"TRIUMPH","TIGER SPORT 660","660",1
"TRIUMPH","TIGER SPORT 800","798",13
"TRIUMPH","TIGER SPORT 800 TOURIN","798",6
"TRIUMPH","TRIDENT","660",5
"TRIUMPH","TRIDENT 660","660",13
"TRIUMPH","TRIDENT 660 - TRIPLE T","660",2
"TRIUMPH","TRIDENT 660 TRIPLE TRI","660",4
"TRIUMPH","TRIDENT 800","798",15
"TRS","TR1 125","125",1
"TRS","TR1 250","248",2
"TRS","TR1 250I","248",3
"TRS","TR1 300","294",13
"TRS","TR1 300I","294",2
"UM","DSR ADVENTURE","124",2
"UM","DSR SM 125","124",1
"UM","RENEGADE FREEDOM 125","124",1
"UM","RENEGADE SPORT Z 125","125",1
"VENT S.R.L.","---","125",5
"VERTIGO MOTORS","VERTIGO NITRO 300","294",1
"VESPA","125","123",1
"VOGE","300RALLY","292",45
"VOGE","625DSX","581",180
"VOGE","625R","581",27
"VOGE","DS525X","494",101
"VOGE","DS800X RALLY","798",759
"VOGE","DS900X","895",297
"VOGE","R125","125",143
"VOGE","SR1","125",51
"VOGE","SR16","125",57
"VOGE","SR1ADV","125",98
"VOGE","SR3","244",38
"VOGE","SR4 MAX","350",26
"WOTTAN","CIVIS-C","125",4
"WOTTAN","GT2","125",7
"WOTTAN","REBBE","124",1
"WOTTAN","STORM-S","276",1
"WOTTAN","STORM-X","125",4
"WOTTAN MOTOR","GP-1","124",2
"WOTTAN MOTOR","SIXTEEN","125",2
"WOTTAN MOTOR","STORM","125",17
"WOTTAN MOTOR","STORM-S","278",2
"WOTTAN MOTOR","STORM-T","125",7
"YAMAHA","CZD300-A","292",62
"YAMAHA","CZD300D-A","292",74
"YAMAHA","LTS125-C","125",2
"YAMAHA","MT-07","689",170
"YAMAHA","MT-09","890",59
"YAMAHA","MTM125","125",12
"YAMAHA","MTM125-C","125",10
"YAMAHA","MTM690","689",5
"YAMAHA","MTM690D","689",1
"YAMAHA","MTM890","890",5
"YAMAHA","MTM890-U","890",1
"YAMAHA","MTM890D","890",7
"YAMAHA","MTM890D-U","890",1
"YAMAHA","MTN1000","998",3
"YAMAHA","MTN125-A","125",91
"YAMAHA","MTN320-A","321",13
"YAMAHA","MTN890","890",18
"YAMAHA","MTN890-S","890",4
"YAMAHA","MTN890-SU","890",3
"YAMAHA","MTN890-U","890",23
"YAMAHA","MTN890D","890",31
"YAMAHA","MTN890D-U","890",20
"YAMAHA","MTT690","689",13
"YAMAHA","MTT690-S","689",10
"YAMAHA","MTT690-SU","689",3
"YAMAHA","MTT690-U","689",6
"YAMAHA","MTT690D","689",9
"YAMAHA","MTT690D-S","689",20
"YAMAHA","MTT690D-SU","689",6
"YAMAHA","MTT690D-U","689",11
"YAMAHA","NMAX125","125",822
"YAMAHA","RayZR 125","125",142
"YAMAHA","TRICITY 125","125",20
"YAMAHA","WR125","125",106
"YAMAHA","XMAX125","125",265
"YAMAHA","XP560","562",80
"YAMAHA","XP560D","562",38
"YAMAHA","XTZ 700 Tenere","689",166
"YAMAHA","YZF125-A","125",53
"YAMAHA","YZF320-A","321",1
"YAMAHA","YZF890","890",13
"YAMAHA","YZF890-U","890",8
"ZNEN","FALCON 125","125",1
"ZNEN","P45","125",2
"ZONTES","125C","125",144
"ZONTES","125D","125",62
"ZONTES","125E","125",105
"ZONTES","125M","125",9
"ZONTES","350R","348",7
