MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"KTM","KTM 500 EXC-F","510",1
"KTM","KTM 690 ENDURO R","693",3
"KTM","KTM 690 SMC R","693",15
"KTM","KTM 790 ADVENTURE","799",14
"KTM","KTM 790 DUKE","799",4
"KTM","KTM 790 DUKE L","799",2
"KTM","KTM 890 ADVENTURE","889",2
"KTM","KTM 890 ADVENTURE R","889",9
"KTM","KTM 890 SM T","889",5
"KTM","KTM 990 DUKE","947",6
"KTM","KTM RC 125","125",1
"KTM","KTM RC 390","373",1
"KYMCO","AGILITY CITY 125","125",6
"KYMCO","AGILITY S","125",237
"KYMCO","AK 550","550",1
"KYMCO","DTX","124",65
"KYMCO","DTX 125","124",1
"KYMCO","DTX 350","321",2
"KYMCO","PEOPLE S 125","125",1
"KYMCO","PEOPLE S 125 E5+","125",50
"KYMCO","SKYTOWN 125","125",181
"KYMCO","SUPER DINK GT","321",71
"KYMCO","SUPER DINK GT 125 E5+","124",86
"KYMCO","X-TOWN CT 125","125",3
"KYMCO","X-TOWN CT 300","276",1
"KYMCO","XCITING VS 400","400",12
"LAMBRETTA","G350 SPECIAL","330",2
"LAMBRETTA","V125 SPECIAL FLEX","125",5
"LAMBRETTA","X125","124",1
"LAMBRETTA","X300","275",2
"LEONART","M16-125","125",1
"LEONART","PILDER 125","125",7
"LETBE","FLYGON","125",6
"LETBE","ISLAND","125",12
"LETBE","S125","125",6
"LETBE","VELOCITY","125",2
"LINHAI","---","125",1
"LINHAI","BUCK ADV","124",2
"MACBOR","EIGHT MILE 125 LC","124",13
"MACBOR","FUN 125 PLUS E5","125",1
"MACBOR","LORD MARTIN 125 E5","124",1
"MACBOR","MONTANA XR1 125 EVO","124",55
"MACBOR","MONTANA XR5 510 E5+","498",24
"MACBOR","ROCKSTER 125","125",2
"MACBOR","ROCKSTER 125 EVO E5+","125",13
"MACBOR","ROCKSTER 410","401",5
"MACBOR","ROCKSTER FLAT 125 EVO","125",20
"MALAGUTI","DUNE X 125","124",1
"MALCOR IBERICA","SX125","125",1
"MBP","C1002V","997",3
"MBP","SC 125","125",2
"MBP","SC125LX","125",2
"MBP","SC300","278",2
"MH MOTORCYCLES","REVENGE","124",1
"MH MOTORCYCLES","REVENGE BRAVO EDITION","124",1
"MH MOTORCYCLES","TRAY","125",26
"MH MOTORCYCLES","VR10","124",24
"MH MOTORCYCLES","VRS","124",7
"MH MOTORCYCLES","VRT","124",5
"MITT","125 DESERT","125",13
"MITT","125 NK","124",6
"MITT","125GP","124",16
"MITT","125GTS","125",14
"MITT","808","799",1
"MITT","CPX 125 LIQUID","125",6
"MITT","EMPEROR","125",9
"MITT","GT-S","125",18
"MITT","IBIZA","125",1
"MITT","KYLIN 750","730",1
"MITT","LEGRAND","125",1
"MITT","MITT 555TT","471",2
"MITT","MITT SUPPER","125",5
"MITT","OGAR LEGEND","125",4
"MITT","TEKKEN 125","124",1
"MITT","TRAVELLER","799",1
"MITT","TY125T-26F","125",18
"MITT","TY125T-51E","125",1
"MITT","TY125T-58E","125",23
"MITT","URBAN","125",1
"MITT","XRS","125",1
"MONDIAL","HPS","124",2
"MONDIAL","PIEGA","124",1
"MONDIAL","SMX","124",1
"MONTESA","4RIDE","259",4
"MONTESA","COTA 4RT 260","259",1
"MONTESA","COTA 4RT 301RR","298",7
"MORBIDELLI","C1002V","997",9
"MORBIDELLI","F125","125",21
"MORBIDELLI","F352","349",7
"MORBIDELLI","NR125X","125",5
"MORBIDELLI","SC 125","125",29
"MORBIDELLI","SC125 RE","125",17
"MORBIDELLI","SC125LX","125",17
"MORBIDELLI","SC300","278",6
"MORBIDELLI","T1002VX","997",15
"MORBIDELLI","T352X","349",17
"MORBIDELLI","T502X","486",43
"MOTO GUZZI","STELVIO","1042",3
"MOTO GUZZI","STELVIO "DUECENTO TRIB","1042",3
"MOTO GUZZI","STELVIO (A.R.A.S.)","1042",2
"MOTO GUZZI","V100 MANDELLO","1042",3
"MOTO GUZZI","V100 MANDELLO S","1042",1
"MOTO GUZZI","V7 SPECIAL","853",7
"MOTO GUZZI","V7 SPORT","853",4
"MOTO GUZZI","V7 STONE","853",4
"MOTO GUZZI","V85 STRADA","853",1
"MOTO GUZZI","V85 TT","853",17
"MOTO GUZZI","V85 TT TRAVEL","853",6
"MOTO GUZZI","V9 BOBBER","853",1
"MOTO MORINI","X-CAPE","649",1
"MOTO MORINI","X-CAPE 700","693",5
"MTR BIKES","GRAND TOUR","125",1
"MTR BIKES","S8-ZY125","124",1
"MV AGUSTA","BRUTALE 1000 RS","998",1
"MV AGUSTA","BRUTALE R","798",1
"MV AGUSTA","F3 RR","798",1
"MV AGUSTA","SUPERVELOCE","798",2
"MV AGUSTA","TURISMO VELOCE LUSSO","798",1
"MV AGUSTA","TURISMO VELOCE R","798",2
"NEXT","NX CROSS 125I","125",27
"NEXT","NX2 125I","125",12
"ORCAL","SK125-K","124",2
"PEUGEOT","DJANGO","125",22
"PEUGEOT","KISBEE M","125",86
"PEUGEOT","PM-01","125",3
"PEUGEOT","PM-03","292",2
"PEUGEOT","PULSION","125",22
"PEUGEOT","TWEET","125",4
"PEUGEOT","TWEET FL 125 CC","125",35
"PEUGEOT","XP","399",3
"PIAGGIO","BEVERLY 300 HPE","278",2
"PIAGGIO","BEVERLY 310 HPE","310",4
"PIAGGIO","BEVERLY 400 HPE","399",12
"PIAGGIO","LIBERTY 125","124",1
"PIAGGIO","LIBERTY 125 ABS","124",131
"PIAGGIO","LIBERTY CORPORATE","124",1
"PIAGGIO","MEDLEY 125","125",75
"PIAGGIO","MEDLEY 200","174",7
"PIAGGIO","MYMOOVER","125",2
"PIAGGIO","VESPA GTS","310",24
"PIAGGIO","VESPA GTS 125","125",23
"PIAGGIO","VESPA GTS 125 SUPERTEC","125",1
"PIAGGIO","VESPA GTS SUPERTECH","310",1
"PIAGGIO","VESPA GTV","310",4
"PIAGGIO","VESPA PRIMAVERA 125","124",86
"PIAGGIO","VESPA PRIMAVERA 125 AB","124",2
"PIAGGIO","VESPA PRIMAVERA TECH 1","124",6
"PIAGGIO","VESPA SPRINT 125","124",13
"QJMOTOR","ATR 125 E5+","125",91
"QJMOTOR","FORT 125 N E5+","125",67
"QJMOTOR","FORT 350","350",2
"QJMOTOR","FORT 4.0 E5+","350",8
"QJMOTOR","LTR 125 E5+","125",2
"QJMOTOR","MTX 125","125",6
"QJMOTOR","MTX 125 E5+","125",37
"QJMOTOR","SQ 16 E5+","125",38
"QJMOTOR","SRK 125 R","125",1
"QJMOTOR","SRK 125 R E5+","125",12
"QJMOTOR","SRK 125 S","125",1
"QJMOTOR","SRK 125 S E5+","125",41
"QJMOTOR","SRK 600","554",4
"QJMOTOR","SRK 700","698",1
"QJMOTOR","SRT 500 X 35KW","554",1
"QJMOTOR","SRT 600 SX E5+","554",27
"QJMOTOR","SRT 700 E5+","698",19
"QJMOTOR","SRT 700 X","698",2
"QJMOTOR","SRT 700 X E5+","698",26
"QJMOTOR","SRT 900 S","904",48
"QJMOTOR","SRT 900 SX","904",46
"QJMOTOR","SRV 12 E5+","125",11
"QJMOTOR","SRV 125","125",1
"QJMOTOR","SRV 125 E5+","125",24
"QJMOTOR","SRV 300","296",2
"QJMOTOR","TRX 125","125",1
"QJMOTOR","TRX 125 E5+","125",8
"REDMOTO","---","296",5
"RIEJU","AVENTURA 125","124",1
"RIEJU","AVENTURA 500","471",1
"RIEJU","CENTURY125","124",4
"RIEJU","N/A","125",67
"RIEJU","NOT APPLICABLE","124",30
"RIEJU","RALLY 307","292",70
"RIEJU","XPLORA 557","554",7
"RIEJU","XPLORA 707","698",7
"ROYAL ALLOY","GP125S","124",1
"ROYAL ALLOY","TG350","309",1
"ROYAL ENFIELD","CLASSIC 350","349",6
"ROYAL ENFIELD","CLASSIC 650 TWIN","648",8
"ROYAL ENFIELD","CONTINENTAL GT 650","648",4
"ROYAL ENFIELD","GOAN CLASSIC 350","349",1
"ROYAL ENFIELD","GUERRILLA 450","452",20
"ROYAL ENFIELD","HIMALAYAN 452","452",46
"ROYAL ENFIELD","INTERCEPTOR 650","648",1
"ROYAL ENFIELD","INTERCEPTOR BEAR 650","648",13
"ROYAL ENFIELD","METEOR 350","349",2
"ROYAL ENFIELD","SHOTGUN 650","648",7
"ROYAL ENFIELD","SUPER METEOR 650","648",14
"SCORPA","__","124",2
"SHERCO","__","124",1
"SHERCO","125 SE-R","125",8
"SHERCO","125CC","124",1
"SHERCO","250 SE-R","249",1
"SHERCO","300 SE-R","293",20
"SHERCO","300 SEF-R","304",5
"SHERCO","300 ST","294",4
"SHERCO","N.A","125",8
"SUZUKI","ADDRESS 125","124",24
"SUZUKI","AVENIS 125","124",4
"SUZUKI","BURGMAN 400","400",3
"SUZUKI","DL650","645",1
"SUZUKI","DL650U","645",2
"SUZUKI","DR-Z400","398",17
"SUZUKI","GSX-8S","776",55
"SUZUKI","GSX-S 1000","999",24
"SUZUKI","GSX-S125","124",2
"SUZUKI","GSX1300R","1340",7
"SUZUKI","SV650","645",4
"SUZUKI","SV650U","645",4
"SUZUKI","V-Strom 1050","1037",2
"SUZUKI","V-Strom 800","776",76
"SWM","HOKU 125","125",2
"SWM","SIXDAYS","445",1
"SWM","SM125R","125",1
"SWM","SM500R","501",1
"SWM","URBAN 525","494",1
"SWM","VAREZ125","125",1
"SYM","ADX 125 ABS","125",4
"SYM","ADX 125 LC TCS E5+","125",29
"SYM","ADX 300 TCS","278",43
"SYM","ADXTG 400","399",1
"SYM","CRUISYM 125 E5 TCS","124",1
"SYM","CRUISYM 125 TCS E5+","124",20
"SYM","FUGUE 125 ABS TOP CASE","124",12
"SYM","JET 14","125",135
"SYM","JET X","125",45
"SYM","JOYMAX Z 125 E5","124",1
"SYM","JOYMAX Z 300 E5+","278",18
"SYM","JOYRIDE 300 ABS","278",1
"SYM","MAXSYM 400I ABS E5","399",1
"SYM","MAXSYM 400I GT","399",2
"SYM","MAXSYM TL 508 E5+","508",4
"SYM","SYMPHONY 125","125",389
"TM MOTO","---","293",4
"TM RACING","---","293",1
"TRIUMPH","BONNEVILLE BOBBER  (E5","1200",2
"TRIUMPH","BONNEVILLE SPEEDMASTER","1200",1
"TRIUMPH","BONNEVILLE T100","900",7
"TRIUMPH","BONNEVILLE T120","1200",1
"TRIUMPH","BONNEVILLE T120 (E5 VB","1200",7
"TRIUMPH","BONNEVILLE T120 BLACK","1200",4
"TRIUMPH","BONNEVILLE T120 ELVIS","1200",2
"TRIUMPH","DAYTONA 660","660",9
"TRIUMPH","ROCKET 3 STORM GT","2458",1
"TRIUMPH","ROCKET 3 STORM R","2458",1
"TRIUMPH","SCRAMBLER 1200 X","1200",4
"TRIUMPH","SCRAMBLER 1200 XE","1200",6
"TRIUMPH","SCRAMBLER 400 X","398",14
"TRIUMPH","SCRAMBLER 400 XC","398",5
"TRIUMPH","SCRAMBLER 400XC","398",2
"TRIUMPH","SCRAMBLER 900","900",10
"TRIUMPH","SPEED 400","398",21
"TRIUMPH","SPEED TRIPLE RS","1160",1
"TRIUMPH","SPEED TRIPLE RX","1160",1
"TRIUMPH","SPEED TWIN","1200",4
"TRIUMPH","SPEED TWIN 1200","1200",2
"TRIUMPH","SPEED TWIN 1200 RS","1200",5
"TRIUMPH","SPEED TWIN 900","900",20
"TRIUMPH","STREET TRIPLE 765 RS","765",2
"TRIUMPH","STREET TRIPLE 765 RX","765",5
"TRIUMPH","STREET TRIPLE R","765",4
"TRIUMPH","STREET TRIPLE R (A2)","765",10
"TRIUMPH","STREET TRIPLE RS","765",5
"TRIUMPH","TF250-E","250",2
"TRIUMPH","TF450-E","450",2
"TRIUMPH","TIGER 1200 GT PRO","1160",6
"TRIUMPH","TIGER 1200 RALLY PRO","1160",1
"TRIUMPH","TIGER 900 GT","888",2
"TRIUMPH","TIGER 900 GT PRO","888",25
"TRIUMPH","TIGER 900 RALLY PRO","888",8
"TRIUMPH","TIGER SPORT","660",6
"TRIUMPH","TIGER SPORT 800","798",12
"TRIUMPH","TRIDENT","660",9
"TRIUMPH","TRIDENT 660","660",7
"TRIUMPH","TRIDENT 660 - TRIPLE T","660",4
"TRIUMPH","TRIDENT 660 TRIPLE TRI","660",7
"TRS","TR1 125","125",2
"TRS","TR1 250","248",9
"TRS","TR1 250I","248",1
"TRS","TR1 300","294",18
"TRS","TR1 300I","294",1
"UM","DSR EX 125","124",1
"UM","RENEGADE COMMANDO 125","124",1
"UM","RENEGADE FREEDOM 125","124",1
"UM","RENEGADE SPORT Z 125","125",1
"UM","XTREET RS125","124",1
"VENT S.R.L.","---","125",4
"VERTIGO MOTORS","COMBAT 250","247",1
"VERTIGO MOTORS","VERTIGO NITRO 300","294",1
"VOGE","300RALLY","292",59
"VOGE","625DSX","581",275
"VOGE","625R","581",28
"VOGE","DS525X","494",165
"VOGE","DS800X RALLY","798",230
"VOGE","DS900X","895",358
"VOGE","R125","125",142
"VOGE","SR1","125",68
"VOGE","SR16","125",43
"VOGE","SR1ADV","125",98
"VOGE","SR3","244",35
"VOGE","SR4 MAX","350",20
"WOTTAN","CIVIS-C","125",1
"WOTTAN","GT2","125",26
"WOTTAN","REBBE","124",2
"WOTTAN","STORM-T","125",1
"WOTTAN","STORM-V","124",1
"WOTTAN","STORM-X","125",6
"WOTTAN MOTOR","GP-1","124",2
"WOTTAN MOTOR","SIXTEEN","125",3
"WOTTAN MOTOR","STORM","125",14
"WOTTAN MOTOR","STORM-S","278",3
"WOTTAN MOTOR","STORM-T","125",18
"WOTTAN MOTOR","STORM-X","125",1
"YAMAHA","LTS125-C","125",2
"YAMAHA","MT-03","321",13
"YAMAHA","MT-07","689",179
"YAMAHA","MT-09","890",83
"YAMAHA","MT-10","998",5
"YAMAHA","MT-125","125",72
"YAMAHA","NIKEN GT","890",1
"YAMAHA","NMAX125","125",537
"YAMAHA","R125","125",11
"YAMAHA","RayZR 125","125",183
"YAMAHA","TMAX 560","562",93
"YAMAHA","TRACER 700","689",72
"YAMAHA","Tracer 9 GT ","890",74
"YAMAHA","TRICITY 125","125",22
"YAMAHA","XMAX 300","292",110
"YAMAHA","XMAX125","125",238
"YAMAHA","XSR-900","890",12
"YAMAHA","XSR700","689",5
"YAMAHA","XTZ 700 Tenere","689",121
"YAMAHA","YZF-R3","321",5
"YAMAHA","YZF-R9","890",20
"YAMAHA","YZF1000D","998",1
"YAMAHA","YZF690","689",3
"ZNEN","NVH","125",1
"ZONTES","125C","125",129
"ZONTES","125D","125",63
"ZONTES","125E","125",99
"ZONTES","125M","125",16
"ZONTES","350R","348",11
"ZONTES","350S","348",4
"ZONTES","350V","348",1
"ZONTES","350X","348",6
"ZONTES","368D","368",13
"ZONTES","368E","368",66
"ZONTES","368G","368",334
"ZONTES","368K","368",51
"ZONTES","368M","368",20
"ZONTES","703F","699",85
"ZONTES","703RR","699",183
"ZONTES","E350","349",1
"ZONTES","GK350","348",1
"ZONTES","ZT125-G1","125",66
"ZONTES","ZT125-GK","125",7
"ZONTES","ZT125-U","125",56
"ZONTES","ZT125-U1","125",30
"ZONTES","ZT125-Z2","125",84
