MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"CFMOTO","800NK","799",1
"CYCLONE","LS-Z","124",14
"CYCLONE","RX1","124",5
"CYCLONE","RX401","401",3
"DAELIM","S16 O LW125P","124",1
"DUCATI","DESERT X","937",4
"DUCATI","DESERT X RALLY","937",2
"DUCATI","DUCATI SCRAMBLER","803",18
"DUCATI","HYPERMOTARD 698 MONO","659",9
"DUCATI","HYPERMOTARD 950","937",3
"DUCATI","MONSTER","937",4
"DUCATI","MULTISTRADA V2","890",32
"DUCATI","MULTISTRADA V4","1158",37
"DUCATI","PANIGALE V2","955",1
"DUCATI","PANIGALE V4","1103",8
"DUCATI","PANIGALE V4S","1103",1
"DUCATI","STREETFIGHTER","1103",10
"DUCATI","SUPERSPORT 950","937",1
"EFUN","PUMA","125",8
"EFUN","PUSA 90","125",1
"F.B MONDIAL","IMOLA","125",2
"F.B MONDIAL","PIEGA 452","450",3
"FANTIC MOTOR","---","125",30
"GASGAS","EC 250","249",1
"GASGAS","EC 300","293",4
"GASGAS","EC 350F","350",1
"GASGAS","EC 450F","450",3
"GASGAS","EC 500F","510",1
"GASGAS","GASGAS ES 700","693",8
"GASGAS","TXT 125","125",1
"GASGAS","TXT 250","248",1
"GASGAS","TXT 280","272",1
"GASGAS","TXT 300","294",2
"GUZZI-HISPANIA","65","65",1
"HARLEY-DAVIDSON","BREAKOUT","1923",1
"HARLEY-DAVIDSON","CVO ROAD GLIDE","1977",2
"HARLEY-DAVIDSON","CVO STREET GLIDE","1977",2
"HARLEY-DAVIDSON","FAT BOB 114","1868",3
"HARLEY-DAVIDSON","FAT BOY 114","1868",5
"HARLEY-DAVIDSON","LOW RIDER S","1923",1
"HARLEY-DAVIDSON","LOW RIDER ST","1923",3
"HARLEY-DAVIDSON","NIGHTSTER SPECIAL","975",6
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","1252",1
"HARLEY-DAVIDSON","PAN AMERICA 1250 ST","1252",2
"HARLEY-DAVIDSON","ROAD GLIDE","1923",3
"HARLEY-DAVIDSON","ROAD GLIDE LIMITED","1868",1
"HARLEY-DAVIDSON","ROAD KING SPECIAL","1868",1
"HARLEY-DAVIDSON","SPORT GLIDE","1745",5
"HARLEY-DAVIDSON","SPORTSTER S","1252",6
"HARLEY-DAVIDSON","STREET GLIDE","1923",9
"HARLEY-DAVIDSON","STREET GLIDE ULTRA","1923",1
"HARLEY-DAVIDSON","ULTRA LIMITED","1868",1
"HONDA","ADV 350","330",352
"HONDA","ADV 750","745",201
"HONDA","C125A","124",7
"HONDA","CB 125 F","124",9
"HONDA","CB 500 F","471",20
"HONDA","CB 500 X","471",202
"HONDA","CB1000","1000",25
"HONDA","CB1000RA","998",3
"HONDA","CB1000SP","1000",68
"HONDA","CB650RA","649",92
"HONDA","CB750 Hornet","755",78
"HONDA","CBF 125","125",44
"HONDA","CBF300NA","286",22
"HONDA","CBR 650 R","649",105
"HONDA","CBR1000","1000",5
"HONDA","CBR500","471",41
"HONDA","CBR600R3","599",32
"HONDA","CBR650RA","649",5
"HONDA","CL500","471",33
"HONDA","CMX1100","1084",25
"HONDA","CRF 300 L","286",10
"HONDA","CRF1100","1084",98
"HONDA","CRF300LRA","286",1
"HONDA","FORZA 350","330",171
"HONDA","FORZA 750","745",99
"HONDA","FORZA125","125",469
"HONDA","GB350S","348",30
"HONDA","GL1800DA","1833",3
"HONDA","MSX125A","124",13
"HONDA","NC 750 X","745",34
"HONDA","NT1100","1084",61
"HONDA","PCX125","125",706
"HONDA","Rebel 500","471",58
"HONDA","SH Mode 125","125",78
"HONDA","SH125i","125",301
"HONDA","SH350i","330",110
"HONDA","ST125A","124",14
"HONDA","VISION 110","109",103
"HONDA","XL750 Transalp","755",48
"HONDA","Z125MA","124",9
"HUSQVARNA","HUSQVARNA 701 ENDURO","693",1
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","799",3
"HUSQVARNA","HUSQVARNA 801 VITPILEN","799",3
"HUSQVARNA","HUSQVARNA 901 NORDEN","889",5
"HUSQVARNA","HUSQVARNA 901 NORDEN E","889",12
"HUSQVARNA","HUSQVARNA FE 250","250",1
"HUSQVARNA","HUSQVARNA FE 350","350",4
"HUSQVARNA","HUSQVARNA FE 450","450",2
"HUSQVARNA","HUSQVARNA SVARTPILEN 1","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","399",15
"HUSQVARNA","HUSQVARNA SVARTPILEN12","125",10
"HUSQVARNA","HUSQVARNA TE 300","293",8
"HUSQVARNA","HUSQVARNA VITPILEN 125","125",2
"HUSQVARNA","HUSQVARNA VITPILEN 401","399",2
"HYOSUNG","GV125","124",14
"HYOSUNG","GV125S-EVO","125",2
"HYOSUNG","GV300","296",1
"INDIAN MOTORCYCLE","101 SCOUT","1250",4
"INDIAN MOTORCYCLE","CHIEF BOBBER DARK HORS","1890",1
"INDIAN MOTORCYCLE","CHIEF DARK HORSE","1890",2
"INDIAN MOTORCYCLE","FTR R CARBON","1203",1
"INDIAN MOTORCYCLE","FTR RALLY","1203",1
"INDIAN MOTORCYCLE","FTR SPORT","1203",2
"INDIAN MOTORCYCLE","ROADMASTER","1890",1
"INDIAN MOTORCYCLE","SCOUT","1133",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED","1250",3
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","1250",9
"INDIAN MOTORCYCLE","SCOUT CLASSIC LIMITED","1250",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","1250",2
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","1250",3
"ITALJET","DRAGSTER125","124",2
"ITALJET","DRAGSTER200","181",1
"KAWASAKI","ELIMINATOR","451",27
"KAWASAKI","NINJA 1000SX","1043",7
"KAWASAKI","NINJA 1100SX","1099",7
"KAWASAKI","NINJA 125","125",13
"KAWASAKI","NINJA 500","451",30
"KAWASAKI","NINJA 650","649",43
"KAWASAKI","NINJA H2 SX","998",5
"KAWASAKI","NINJA ZX-10R","998",9
"KAWASAKI","NINJA ZX-4R","399",24
"KAWASAKI","NINJA ZX-6R","636",21
"KAWASAKI","VERSYS 1000","1043",21
"KAWASAKI","VERSYS 1100","1099",13
"KAWASAKI","VERSYS 650","649",53
"KAWASAKI","VULCAN S","649",28
"KAWASAKI","W800","773",3
"KAWASAKI","Z H2","998",1
"KAWASAKI","Z125","125",17
"KAWASAKI","Z500","451",41
"KAWASAKI","Z650","649",76
"KAWASAKI","Z650RS","649",18
"KAWASAKI","Z900","948",139
"KAWASAKI","Z900RS","948",5
"KEEWAY","FACT EVO 125","125",2
"KEEWAY","K-LIGHT 125","124",4
"KEEWAY","M502N","486",2
"KEEWAY","RK V125C","125",5
"KEEWAY","RKF 125","125",3
"KEEWAY","RKF 125 ABS","125",11
"KEEWAY","RKF 125 CBS","125",10
"KEEWAY","SIXTIES 125I","125",5
"KEEWAY","SIXTIES 300","278",3
"KEEWAY","V-CRUISE 125","125",15
"KEEWAY","V302C","298",6
"KEEWAY","VERSILIA 125","125",5
"KEEWAY","VIESTE 125","125",10
"KEEWAY","VIESTE 125LX","125",4
"KEEWAY","VIESTE 125XDV","125",12
"KEEWAY","VIESTE 300XDV","278",7
"KEEWAY","X-LIGHT 125","125",8
"KEEWAY","ZAHARA 125","125",3
"KOVE","450 RALLY","449",17
"KOVE","KOVE 800 X PRO","799",51
"KOVE","NK 125 R","125",9
"KTM","KTM 125 DUKE","125",44
"KTM","KTM 1290 SUPER ADVENTU","1301",14
"KTM","KTM 1290 SUPER DUKE GT","1301",4
"KTM","KTM 1390 SUPER DUKE R","1350",5
"KTM","KTM 250 EXC","249",2
"KTM","KTM 300 EXC","293",18
"KTM","KTM 350 EXC-F","350",4
"KTM","KTM 390 ADVENTURE","373",8
"KTM","KTM 390 DUKE","399",11
"KTM","KTM 450 EXC-F","450",3
"KTM","KTM 500 EXC-F","510",1
"KTM","KTM 690 ENDURO R","693",2
"KTM","KTM 790 ADVENTURE","799",15
"KTM","KTM 790 DUKE L","799",11
"KTM","KTM 890 ADVENTURE","889",9
"KTM","KTM 890 ADVENTURE R","889",35
"KTM","KTM 890 SM T","889",1
"KTM","KTM 990 DUKE","947",3
"KTM","KTM RC 125","125",2
"KYMCO","AGILITY CITY 125","125",182
"KYMCO","AGILITY S","125",68
"KYMCO","AK 550","550",7
"KYMCO","DTX 125","124",62
"KYMCO","DTX 350","321",28
"KYMCO","PEOPLE S 125","125",28
"KYMCO","SKYTOWN 125","125",311
"KYMCO","X-TOWN CT 125","125",25
"KYMCO","X-TOWN CT 300","276",10
"KYMCO","XCITING VS 400","400",31
"LAMBRETTA","G350 SPECIAL","330",2
"LAMBRETTA","V125 SPECIAL FLEX","125",5
"LAMBRETTA","X300","275",3
"LEONART","KP450R-B","446",1
"LEONART","M11-125","125",1
"LEONART","M16-125","125",2
"LEONART","PILDER 125","125",5
"LEONART","TRACKER 125","125",2
"LINHAI","---","125",3
"LINHAI","BUCK ADV","124",10
"MACBOR","8 MILE 500 SCR","471",2
"MACBOR","EIGHT MILE 125","124",1
"MACBOR","EIGHT MILE 125 LC","124",7
"MACBOR","FUN 125 PLUS E5","124",9
"MACBOR","JOHNNY BE GOOD 125 E5","124",3
"MACBOR","LORD MARTIN 125 E5","124",1
"MACBOR","MONTANA XR1 125","124",17
"MACBOR","MONTANA XR5 510","498",46
"MACBOR","ROCKSTER 125","125",12
"MACBOR","ROCKSTER 125 E5","125",1
"MACBOR","ROCKSTER 410","401",12
"MACBOR","ROCKSTER FLAT 125","125",11
"MALAGUTI","DRAKON 125","124",1
"MALAGUTI","DUNE 125","124",3
"MALAGUTI","MISSION 125","124",1
"MALAGUTI","XTM 125","124",2
"MALCOR IBERICA","ROME","124",3
"MALCOR IBERICA","SX125","124",2
"MBP","C1002V","997",9
"MBP","SC 125","125",2
"MBP","SC125LX","125",3
"MBP","SC300","278",4
"MH MOTORCYCLES","REVENGE BRAVO EDITION","124",1
"MH MOTORCYCLES","RYX","124",1
"MH MOTORCYCLES","TRAY","125",48
"MH MOTORCYCLES","VIRO","333",4
"MH MOTORCYCLES","VR10","124",19
"MH MOTORCYCLES","VRT","124",12
"MH MOTORCYCLES","XRT","125",3
"MITT","125GP","124",9
"MITT","125GTS","125",25
"MITT","125R1","124",6
"MITT","278","125",6
"MITT","300GT MAX","276",1
"MITT","330 GTS","276",1
"MITT","CPX 125 LIQUID","125",5
"MITT","EMPEROR","125",7
"MITT","FUNRIDER","125",6
"MITT","KYLIN 750","730",15
"MITT","LEGEND 301","234",1
"MITT","LEGRAND","124",2
"MITT","MITT 555TT","471",9
"MITT","MITT ADV 125","124",11
"MITT","MITT ADV 530","471",1
"MITT","MITT SUPPER","124",21
"MITT","MITT125URBAN","124",1
"MITT","OGAR LEGEND","125",5
"MITT","SCRAMBLER 125","124",1
"MITT","TEKKEN 125","124",1
"MITT","TRAVELLER","799",2
"MITT","TY125T-26F","125",12
"MITT","XRS","124",5
"MONDIAL","HPS","124",7
"MONDIAL","PIEGA","124",5
"MONDIAL","SMX","124",2
"MONDIAL","SPARTAN 125","124",4
"MONKEY BIKES","DAX 125","124",1
"MONKEY BIKES","T-REX 125","124",2
"MONKEY BIKES","TRACKER 125","124",2
"MONTESA","4RIDE","259",5
"MONTESA","COTA 4RT 260","259",4
"MONTESA","COTA 4RT 301RR","298",5
"MORBIDELLI","T1002VX","997",25
"MOTO GUZZI","STELVIO","1042",1
"MOTO GUZZI","STELVIO (A.R.A.S.)","1042",2
"MOTO GUZZI","V100 MANDELLO S","1042",2
"MOTO GUZZI","V7 SPECIAL","853",1
"MOTO GUZZI","V7 STONE","853",2
"MOTO GUZZI","V85 STRADA","853",2
"MOTO GUZZI","V85 TT","853",7
"MOTO GUZZI","V85 TT TRAVEL","853",4
"MOTO GUZZI","V9 BOBBER","853",1
"MOTO MORINI","6 ½ SCR","649",2
"MOTO MORINI","CALIBRO","693",4
"MOTO MORINI","X-CAPE","649",3
"MOTORBIKE","ND","125",1
"MOTRON MOTORRAD","IDEO","125",2
"MOTRON MOTORRAD","VENTURA 125","125",4
"MOTRON MOTORRAD","X-NORD 125","124",4
"MUTT","MUSHMAN","125",2
"MV AGUSTA","BRUTALE 1000 RS","998",1
"MV AGUSTA","BRUTALE R","798",1
"MV AGUSTA","BRUTALE RR","798",1
"MV AGUSTA","DRAGSTER R","798",1
"MV AGUSTA","DRAGSTER ROSSO","798",1
"MV AGUSTA","ENDURO VELOCE","931",1
"MV AGUSTA","F3 R","798",1
"MV AGUSTA","LXP ORIOLI","931",1
"MV AGUSTA","RUSH","998",1
"MV AGUSTA","SUPERVELOCE","798",1
"MV AGUSTA","TURISMO VELOCE","798",1
"MV AGUSTA","TURISMO VELOCE LUSSO","798",1
"MV AGUSTA","TURISMO VELOCE R","798",3
"ORCAL","SK125-K","124",5
"PEUGEOT","DJANGO","125",1
"PEUGEOT","PM-01","125",3
"PEUGEOT","PULSION","125",2
"PEUGEOT","TWEET","125",9
"PEUGEOT","TWEET FL 125 CC","125",27
"PEUGEOT","XP","399",2
"PIAGGIO","BEVERLY 300 HPE","278",6
"PIAGGIO","BEVERLY 400 HPE","399",11
"PIAGGIO","LIBERTY 125 ABS","124",97
"PIAGGIO","LIBERTY CORPORATE","124",3
"PIAGGIO","MEDLEY 125","125",72
"PIAGGIO","VESPA GTS","310",25
"PIAGGIO","VESPA GTS 125","125",27
"PIAGGIO","VESPA GTV","278",1
"PIAGGIO","VESPA PRIMAVERA 125","124",26
"PIAGGIO","VESPA PRIMAVERA 125 AB","124",21
"PIAGGIO","VESPA PRIMAVERA TECH 1","124",2
"PIAGGIO","VESPA SEIGIORNI","278",1
"PIAGGIO","VESPA SPRINT 125","124",2
"QJMOTOR","ATR 125","125",11
"QJMOTOR","FORT 350","350",18
"QJMOTOR","LTR 125","125",14
"QJMOTOR","MTX 125","125",124
"QJMOTOR","SRK 125 R","125",11
"QJMOTOR","SRK 125 S","125",27
"QJMOTOR","SRK 125 S E5+","125",19
"QJMOTOR","SRK 400","400",3
"QJMOTOR","SRT 500 X 35KW","554",5
"QJMOTOR","SRT 550 35KW ON ROAD S","554",2
"QJMOTOR","SRT 700","698",17
"QJMOTOR","SRT 700 X","698",25
"QJMOTOR","SRT 800","754",1
"QJMOTOR","SRT 800 X","754",2
"QJMOTOR","SRV 125","125",19
"QJMOTOR","SRV 300","296",3
"QJMOTOR","SRV 550","554",1
"QJMOTOR","TRX 125","125",7
"REDMOTO","---","449",6
"RIEJU","AVENTURA 125","124",2
"RIEJU","AVENTURA 500","471",23
"RIEJU","CENTURY125","124",5
"RIEJU","MR","293",10
"RIEJU","N/A","124",40
"RIEJU","NOT APPLICABLE","124",23
"ROYAL ENFIELD","BULLET 350","349",2
"ROYAL ENFIELD","CLASSIC 350","349",13
"ROYAL ENFIELD","CLASSIC 650 TWIN","648",5
"ROYAL ENFIELD","CONTINENTAL GT 650","648",2
"ROYAL ENFIELD","GUERRILLA 450","451",12
"ROYAL ENFIELD","HIMALAYAN 452","451",40
"ROYAL ENFIELD","HNTR 350","349",11
"ROYAL ENFIELD","INTERCEPTOR 650","648",4
"ROYAL ENFIELD","INTERCEPTOR 650 O INTE","648",1
"ROYAL ENFIELD","INTERCEPTOR BEAR 650","648",38
"ROYAL ENFIELD","METEOR 350","349",1
"ROYAL ENFIELD","SHOTGUN 650","648",3
"ROYAL ENFIELD","SUPER METEOR 650","648",8
"SCORPA","300CC","295",1
"SHERCO","125 SE-R","124",9
"SHERCO","250 SE-R","249",5
"SHERCO","300 SE-R","293",17
"SHERCO","300 SEF-R","303",3
"SHERCO","300CC","295",1
"SHERCO","450 SEF-R","449",2
"SHERCO","N.A","124",11
"SUZUKI","ADDRESS 125","124",14
"SUZUKI","AVENIS 125","124",1
"SUZUKI","BURGMAN 400","400",10
"SUZUKI","DL650","645",18
"SUZUKI","DL650U","645",7
"SUZUKI","GSX-8S","776",28
"SUZUKI","GSX-R125","124",1
"SUZUKI","GSX-S 1000","999",16
"SUZUKI","GSX-S125","124",3
"SUZUKI","SV650","645",8
"SUZUKI","SV650U","645",5
"SUZUKI","UN125","124",13
"SUZUKI","V-Strom 1050","1037",8
"SUZUKI","V-Strom 800","776",17
"SWM","HOKU 125","125",1
"SWM","OUTLAW125","125",1
"SWM","RS125R","125",1
"SWM","SILVER VASE T","644",2
"SWM","SM125R","125",5
"SWM","STORMBREAKE","1200",1
"SWM","VAREZ125","125",3
"SYM","ADX 125 ABS","125",10
"SYM","ADX 300 TCS","278",1
"SYM","CRUISYM 125 E5 TCS","124",33
"SYM","CRUISYM 125I ABS E5","124",2
"SYM","CRUISYM 300 E5 TCS","278",3
"SYM","FIDDLE 125 E5","125",9
"SYM","FUGUE 125 ABS TOP CASE","124",1
"SYM","JET 14","125",139
"SYM","JET X","125",32
"SYM","JOYMAX Z 125 ABS E5+","124",2
"SYM","JOYMAX Z 125 E5","124",5
"SYM","JOYMAX Z 125 TCS","124",4
"SYM","JOYRIDE 300 ABS","278",12
"SYM","MAXSYM 400I ABS E5","399",1
"SYM","MAXSYM 400I GT","399",4
"SYM","MAXSYM TL TCS","508",8
"SYM","SYMPHONY 125","125",281
"TRIUMPH","BONNEVILLE BOBBER TFC","1200",1
"TRIUMPH","BONNEVILLE SPEEDMASTER","1200",3
"TRIUMPH","BONNEVILLE T100","900",9
"TRIUMPH","BONNEVILLE T120","1200",2
"TRIUMPH","BONNEVILLE T120 (E5 VB","1200",2
"TRIUMPH","BONNEVILLE T120 BLACK","1200",3
"TRIUMPH","DAYTONA 660","660",8
"TRIUMPH","ROCKET 3 GT","2458",1
"TRIUMPH","ROCKET 3 R","2458",1
"TRIUMPH","ROCKET 3 R SPECIAL EDI","2458",1
"TRIUMPH","ROCKET 3 STORM GT","2458",2
"TRIUMPH","ROCKET 3 STORM R","2458",3
"TRIUMPH","SCRAMBLER 1200 X","1200",3
"TRIUMPH","SCRAMBLER 1200 XE","1200",4
"TRIUMPH","SCRAMBLER 400 X","398",25
"TRIUMPH","SCRAMBLER 900","900",7
"TRIUMPH","SPEED 400","398",22
"TRIUMPH","SPEED TRIPLE RR","1160",3
"TRIUMPH","SPEED TRIPLE RS","1160",3
"TRIUMPH","SPEED TWIN","1200",7
"TRIUMPH","SPEED TWIN 1200 RS","1200",4
"TRIUMPH","SPEED TWIN 900","900",20
"TRIUMPH","STREET TRIPLE R","765",2
"TRIUMPH","STREET TRIPLE R (A2)","765",8
"TRIUMPH","STREET TRIPLE RS","765",14
"TRIUMPH","TIGER 1200 GT EXPLORER","1160",4
"TRIUMPH","TIGER 1200 GT PRO","1160",6
"TRIUMPH","TIGER 1200 RALLY PRO","1160",1
"TRIUMPH","TIGER 850 SPORT","888",4
"TRIUMPH","TIGER 900 GT","888",3
"TRIUMPH","TIGER 900 GT PRO","888",27
"TRIUMPH","TIGER 900 RALLY PRO","888",16
"TRIUMPH","TIGER SPORT","660",13
"TRIUMPH","TIGER SPORT 800","798",4
"TRIUMPH","TRIDENT","660",13
"TRS","TR1 250","248",2
"TRS","TR1 300","294",9
"UM","CHILL 125","125",1
"UM","DSR ADVENTURE","124",4
"UM","DSR EX 125","124",5
"UM","RENEGADE COMMANDO 125","124",1
"UM","RENEGADE FREEDOM 125","124",1
"UM","RENEGADE SPORT Z 125","125",1
"UM","RENEGADE VEGAS 125","124",1
"UM","XTREET RS125","124",2
"VENT S.R.L.","N.A.","125",1
"VERTIGO MOTORS","COMBAT 300","294",2
"VOGE","300AC","292",1
"VOGE","300DS","292",1
"VOGE","300RALLY","292",3
"VOGE","525DSX","494",2
"VOGE","525R","494",5
"VOGE","AC350","321",3
"VOGE","DS525X","494",123
"VOGE","DS900X","895",18
"VOGE","R125","124",82
"VOGE","SR1","124",118
"VOGE","SR16","125",87
"VOGE","SR1ADV","124",25
"VOGE","SR4 MAX","350",70
"VOGE","VOGE 500R","471",2
"VORTEX","RX1","124",1
"WOTTAN","GT2","125",75
"WOTTAN","REBBE","124",2
"WOTTAN","STORM","125",3
"WOTTAN","STORM-S","276",4
"WOTTAN","STORM-V","124",3
"WOTTAN","STORM-X","125",16
"WOTTAN MOTOR","SIXTEEN","125",1
"WOTTAN MOTOR","STORM-X","125",3
"YAMAHA","LTS125-C","125",15
"YAMAHA","MT-03","321",10
"YAMAHA","MT-07","689",169
"YAMAHA","MT-09","890",91
"YAMAHA","MT-10","998",9
"YAMAHA","MT-125","125",103
"YAMAHA","NMAX125","125",876
"YAMAHA","R125","125",36
"YAMAHA","RayZR 125","125",171
"YAMAHA","TMAX 560","562",60
"YAMAHA","Tracer 9 GT ","890",56
"YAMAHA","TRICITY 125","125",24
"YAMAHA","XMAX 300","292",130
"YAMAHA","XMAX125","124",171
"YAMAHA","XSR-900","890",22
"YAMAHA","XSR700","689",8
"YAMAHA","XTZ 700 Tenere","689",73
"YAMAHA","YP125RA SP","125",1
"YAMAHA","YZF-R3","321",4
"YAMAHA","YZF1000","998",6
"YAMAHA","YZF690","689",12
"YAMAHA","YZF690-U","689",19
"ZNEN","ZN125T-12, PIZZA SCOOT","124",1
"ZONTES","125C","125",112
"ZONTES","125D","124",67
"ZONTES","125E","125",64
"ZONTES","125M","124",17
"ZONTES","350E","349",3
"ZONTES","350R","348",10
"ZONTES","350S","348",1
"ZONTES","350T","348",8
"ZONTES","368G","368",622
"ZONTES","703F","699",18
"ZONTES","C125","125",7
"ZONTES","D350","349",7
"ZONTES","E125","125",2
"ZONTES","E350","349",20
"ZONTES","GK350","348",2
"ZONTES","M125","124",1
"ZONTES","M310","309",4
"ZONTES","M350","349",8
"ZONTES","S350","348",1
"ZONTES","T310","312",1
"ZONTES","T350","348",3
"ZONTES","ZT125-G1","125",71
"ZONTES","ZT125-GK","125",6
"ZONTES","ZT125-U","125",31
"ZONTES","ZT125-U1","125",26
"ZONTES","ZT125-Z2","125",50
